orderid,taxcode,chargetotal,istaxincluded,isoverridden,originalchargeamount,isinformational,isprorated,fulfillmentgroupid,isorderdiscount,isreturncharge,isproratedatsamelevel,chargetypeid,chargedisplayname
122002372,Shipping,0.0,False,False,0.0,False,True,FG5467,False,False,False,Shipping,Shipping
122002373,Shipping,10.0,False,False,10.0,False,True,FG3216,False,False,False,Shipping,Shipping
122002374,Shipping,10.0,False,False,10.0,False,True,FG6725,False,False,False,Shipping,Shipping
122002375,Shipping,0.0,False,False,0.0,False,True,FG2987,False,False,False,Shipping,Shipping
122002376,Shipping,0.0,False,False,0.0,False,True,FG9065,False,False,False,Shipping,Shipping
122002377,Shipping,12.99,False,False,12.99,False,True,FG2201,False,False,False,Shipping,Shipping
122002378,Shipping,0.0,False,False,0.0,False,True,FG2765,False,False,False,Shipping,Shipping
122002379,Shipping,0.0,False,False,0.0,False,True,FG4760,False,False,False,Shipping,Shipping
122002380,Shipping,7.99,False,False,7.99,False,True,FG3038,False,False,False,Shipping,Shipping
122002381,Shipping,7.99,False,False,7.99,False,True,FG4602,False,False,False,Shipping,Shipping
122002382,Shipping,5.99,False,False,5.99,False,True,FG1080,False,False,False,Shipping,Shipping
122002383,Shipping,7.99,False,False,7.99,False,True,FG7434,False,False,False,Shipping,Shipping
122002384,Shipping,0.0,False,False,0.0,False,True,FG8308,False,False,False,Shipping,Shipping
122002385,Shipping,7.99,False,False,7.99,False,True,FG2883,False,False,False,Shipping,Shipping
122002386,Shipping,12.99,False,False,12.99,False,True,FG3843,False,False,False,Shipping,Shipping
122002387,Shipping,0.0,False,False,0.0,False,True,FG5332,False,False,False,Shipping,Shipping
122002388,Shipping,12.99,False,False,12.99,False,True,FG6623,False,False,False,Shipping,Shipping
122002389,Shipping,12.99,False,False,12.99,False,True,FG1860,False,False,False,Shipping,Shipping
122002390,Shipping,5.99,False,False,5.99,False,True,FG9293,False,False,False,Shipping,Shipping
122002391,Shipping,0.0,False,False,0.0,False,True,FG7008,False,False,False,Shipping,Shipping
122002392,Shipping,5.99,False,False,5.99,False,True,FG7068,False,False,False,Shipping,Shipping
122002393,Shipping,5.99,False,False,5.99,False,True,FG2406,False,False,False,Shipping,Shipping
122002394,Shipping,7.99,False,False,7.99,False,True,FG4949,False,False,False,Shipping,Shipping
122002395,Shipping,0.0,False,False,0.0,False,True,FG4579,False,False,False,Shipping,Shipping
122002396,Shipping,0.0,False,False,0.0,False,True,FG5250,False,False,False,Shipping,Shipping
122002397,Shipping,7.99,False,False,7.99,False,True,FG7168,False,False,False,Shipping,Shipping
122002398,Shipping,5.99,False,False,5.99,False,True,FG9882,False,False,False,Shipping,Shipping
122002399,Shipping,12.99,False,False,12.99,False,True,FG5328,False,False,False,Shipping,Shipping
122002400,Shipping,5.99,False,False,5.99,False,True,FG6478,False,False,False,Shipping,Shipping
122002401,Shipping,10.0,False,False,10.0,False,True,FG2504,False,False,False,Shipping,Shipping
122002402,Shipping,7.99,False,False,7.99,False,True,FG9995,False,False,False,Shipping,Shipping
122002403,Shipping,10.0,False,False,10.0,False,True,FG8021,False,False,False,Shipping,Shipping
122002404,Shipping,0.0,False,False,0.0,False,True,FG9179,False,False,False,Shipping,Shipping
122002405,Shipping,7.99,False,False,7.99,False,True,FG4900,False,False,False,Shipping,Shipping
122002406,Shipping,0.0,False,False,0.0,False,True,FG9585,False,False,False,Shipping,Shipping
122002407,Shipping,7.99,False,False,7.99,False,True,FG6684,False,False,False,Shipping,Shipping
122002408,Shipping,0.0,False,False,0.0,False,True,FG4542,False,False,False,Shipping,Shipping
122002409,Shipping,10.0,False,False,10.0,False,True,FG1507,False,False,False,Shipping,Shipping
122002410,Shipping,0.0,False,False,0.0,False,True,FG7986,False,False,False,Shipping,Shipping
122002411,Shipping,5.99,False,False,5.99,False,True,FG7909,False,False,False,Shipping,Shipping
122002412,Shipping,12.99,False,False,12.99,False,True,FG2638,False,False,False,Shipping,Shipping
122002413,Shipping,0.0,False,False,0.0,False,True,FG6794,False,False,False,Shipping,Shipping
122002414,Shipping,5.99,False,False,5.99,False,True,FG8187,False,False,False,Shipping,Shipping
122002415,Shipping,0.0,False,False,0.0,False,True,FG3087,False,False,False,Shipping,Shipping
122002416,Shipping,0.0,False,False,0.0,False,True,FG5731,False,False,False,Shipping,Shipping
122002417,Shipping,0.0,False,False,0.0,False,True,FG7610,False,False,False,Shipping,Shipping
122002418,Shipping,12.99,False,False,12.99,False,True,FG7622,False,False,False,Shipping,Shipping
122002419,Shipping,0.0,False,False,0.0,False,True,FG6732,False,False,False,Shipping,Shipping
122002420,Shipping,12.99,False,False,12.99,False,True,FG6540,False,False,False,Shipping,Shipping
122002421,Shipping,0.0,False,False,0.0,False,True,FG9875,False,False,False,Shipping,Shipping
122002422,Shipping,12.99,False,False,12.99,False,True,FG8253,False,False,False,Shipping,Shipping
122002423,Shipping,10.0,False,False,10.0,False,True,FG5682,False,False,False,Shipping,Shipping
122002424,Shipping,5.99,False,False,5.99,False,True,FG7156,False,False,False,Shipping,Shipping
122002425,Shipping,10.0,False,False,10.0,False,True,FG8270,False,False,False,Shipping,Shipping
122002426,Shipping,12.99,False,False,12.99,False,True,FG9593,False,False,False,Shipping,Shipping
122002427,Shipping,12.99,False,False,12.99,False,True,FG1092,False,False,False,Shipping,Shipping
122002428,Shipping,12.99,False,False,12.99,False,True,FG8291,False,False,False,Shipping,Shipping
122002429,Shipping,7.99,False,False,7.99,False,True,FG7010,False,False,False,Shipping,Shipping
122002430,Shipping,0.0,False,False,0.0,False,True,FG4480,False,False,False,Shipping,Shipping
122002431,Shipping,0.0,False,False,0.0,False,True,FG2204,False,False,False,Shipping,Shipping
122002432,Shipping,0.0,False,False,0.0,False,True,FG6565,False,False,False,Shipping,Shipping
122002433,Shipping,7.99,False,False,7.99,False,True,FG2516,False,False,False,Shipping,Shipping
122002434,Shipping,5.99,False,False,5.99,False,True,FG5537,False,False,False,Shipping,Shipping
122002435,Shipping,12.99,False,False,12.99,False,True,FG1862,False,False,False,Shipping,Shipping
122002436,Shipping,0.0,False,False,0.0,False,True,FG4427,False,False,False,Shipping,Shipping
122002437,Shipping,0.0,False,False,0.0,False,True,FG9866,False,False,False,Shipping,Shipping
122002438,Shipping,0.0,False,False,0.0,False,True,FG3285,False,False,False,Shipping,Shipping
122002439,Shipping,0.0,False,False,0.0,False,True,FG4168,False,False,False,Shipping,Shipping
122002440,Shipping,5.99,False,False,5.99,False,True,FG3138,False,False,False,Shipping,Shipping
122002441,Shipping,10.0,False,False,10.0,False,True,FG9153,False,False,False,Shipping,Shipping
122002442,Shipping,0.0,False,False,0.0,False,True,FG6876,False,False,False,Shipping,Shipping
122002443,Shipping,7.99,False,False,7.99,False,True,FG7800,False,False,False,Shipping,Shipping
122002444,Shipping,0.0,False,False,0.0,False,True,FG2132,False,False,False,Shipping,Shipping
122002445,Shipping,12.99,False,False,12.99,False,True,FG2659,False,False,False,Shipping,Shipping
122002446,Shipping,7.99,False,False,7.99,False,True,FG1420,False,False,False,Shipping,Shipping
122002447,Shipping,10.0,False,False,10.0,False,True,FG9140,False,False,False,Shipping,Shipping
122002448,Shipping,12.99,False,False,12.99,False,True,FG1622,False,False,False,Shipping,Shipping
122002449,Shipping,10.0,False,False,10.0,False,True,FG6368,False,False,False,Shipping,Shipping
122002450,Shipping,7.99,False,False,7.99,False,True,FG2678,False,False,False,Shipping,Shipping
122002451,Shipping,10.0,False,False,10.0,False,True,FG3964,False,False,False,Shipping,Shipping
122002452,Shipping,10.0,False,False,10.0,False,True,FG6120,False,False,False,Shipping,Shipping
122002453,Shipping,7.99,False,False,7.99,False,True,FG5185,False,False,False,Shipping,Shipping
122002454,Shipping,7.99,False,False,7.99,False,True,FG1633,False,False,False,Shipping,Shipping
122002455,Shipping,10.0,False,False,10.0,False,True,FG1484,False,False,False,Shipping,Shipping
122002456,Shipping,0.0,False,False,0.0,False,True,FG6429,False,False,False,Shipping,Shipping
122002457,Shipping,0.0,False,False,0.0,False,True,FG6005,False,False,False,Shipping,Shipping
122002458,Shipping,7.99,False,False,7.99,False,True,FG5242,False,False,False,Shipping,Shipping
122002459,Shipping,0.0,False,False,0.0,False,True,FG5127,False,False,False,Shipping,Shipping
122002460,Shipping,0.0,False,False,0.0,False,True,FG7644,False,False,False,Shipping,Shipping
122002461,Shipping,0.0,False,False,0.0,False,True,FG1881,False,False,False,Shipping,Shipping
122002462,Shipping,5.99,False,False,5.99,False,True,FG9976,False,False,False,Shipping,Shipping
122002463,Shipping,0.0,False,False,0.0,False,True,FG2166,False,False,False,Shipping,Shipping
122002464,Shipping,0.0,False,False,0.0,False,True,FG1840,False,False,False,Shipping,Shipping
122002465,Shipping,12.99,False,False,12.99,False,True,FG1343,False,False,False,Shipping,Shipping
122002466,Shipping,0.0,False,False,0.0,False,True,FG6405,False,False,False,Shipping,Shipping
122002467,Shipping,0.0,False,False,0.0,False,True,FG2656,False,False,False,Shipping,Shipping
122002468,Shipping,5.99,False,False,5.99,False,True,FG4820,False,False,False,Shipping,Shipping
122002469,Shipping,5.99,False,False,5.99,False,True,FG2535,False,False,False,Shipping,Shipping
122002470,Shipping,0.0,False,False,0.0,False,True,FG4540,False,False,False,Shipping,Shipping
122002471,Shipping,10.0,False,False,10.0,False,True,FG3306,False,False,False,Shipping,Shipping
122002472,Shipping,10.0,False,False,10.0,False,True,FG3443,False,False,False,Shipping,Shipping
122002473,Shipping,10.0,False,False,10.0,False,True,FG3603,False,False,False,Shipping,Shipping
122002474,Shipping,10.0,False,False,10.0,False,True,FG2626,False,False,False,Shipping,Shipping
122002475,Shipping,7.99,False,False,7.99,False,True,FG4713,False,False,False,Shipping,Shipping
122002476,Shipping,12.99,False,False,12.99,False,True,FG6924,False,False,False,Shipping,Shipping
122002477,Shipping,12.99,False,False,12.99,False,True,FG8952,False,False,False,Shipping,Shipping
122002478,Shipping,12.99,False,False,12.99,False,True,FG6679,False,False,False,Shipping,Shipping
122002479,Shipping,12.99,False,False,12.99,False,True,FG8799,False,False,False,Shipping,Shipping
122002480,Shipping,7.99,False,False,7.99,False,True,FG1410,False,False,False,Shipping,Shipping
122002481,Shipping,12.99,False,False,12.99,False,True,FG3985,False,False,False,Shipping,Shipping
122002482,Shipping,5.99,False,False,5.99,False,True,FG4020,False,False,False,Shipping,Shipping
122002483,Shipping,10.0,False,False,10.0,False,True,FG3918,False,False,False,Shipping,Shipping
122002484,Shipping,0.0,False,False,0.0,False,True,FG1538,False,False,False,Shipping,Shipping
122002485,Shipping,0.0,False,False,0.0,False,True,FG3248,False,False,False,Shipping,Shipping
122002486,Shipping,5.99,False,False,5.99,False,True,FG8909,False,False,False,Shipping,Shipping
122002487,Shipping,7.99,False,False,7.99,False,True,FG5870,False,False,False,Shipping,Shipping
122002488,Shipping,0.0,False,False,0.0,False,True,FG3661,False,False,False,Shipping,Shipping
122002489,Shipping,7.99,False,False,7.99,False,True,FG4409,False,False,False,Shipping,Shipping
122002490,Shipping,0.0,False,False,0.0,False,True,FG4813,False,False,False,Shipping,Shipping
122002491,Shipping,0.0,False,False,0.0,False,True,FG3836,False,False,False,Shipping,Shipping
122002492,Shipping,0.0,False,False,0.0,False,True,FG8834,False,False,False,Shipping,Shipping
122002493,Shipping,0.0,False,False,0.0,False,True,FG4547,False,False,False,Shipping,Shipping
122002494,Shipping,7.99,False,False,7.99,False,True,FG8619,False,False,False,Shipping,Shipping
122002495,Shipping,12.99,False,False,12.99,False,True,FG9907,False,False,False,Shipping,Shipping
122002496,Shipping,0.0,False,False,0.0,False,True,FG6248,False,False,False,Shipping,Shipping
122002497,Shipping,0.0,False,False,0.0,False,True,FG8525,False,False,False,Shipping,Shipping
122002498,Shipping,0.0,False,False,0.0,False,True,FG6582,False,False,False,Shipping,Shipping
122002499,Shipping,12.99,False,False,12.99,False,True,FG7545,False,False,False,Shipping,Shipping
122002500,Shipping,12.99,False,False,12.99,False,True,FG1091,False,False,False,Shipping,Shipping
122002501,Shipping,5.99,False,False,5.99,False,True,FG2581,False,False,False,Shipping,Shipping
122002502,Shipping,10.0,False,False,10.0,False,True,FG7001,False,False,False,Shipping,Shipping
122002503,Shipping,7.99,False,False,7.99,False,True,FG7172,False,False,False,Shipping,Shipping
122002504,Shipping,12.99,False,False,12.99,False,True,FG2281,False,False,False,Shipping,Shipping
122002505,Shipping,12.99,False,False,12.99,False,True,FG2377,False,False,False,Shipping,Shipping
122002506,Shipping,0.0,False,False,0.0,False,True,FG4169,False,False,False,Shipping,Shipping
122002507,Shipping,0.0,False,False,0.0,False,True,FG7009,False,False,False,Shipping,Shipping
122002508,Shipping,5.99,False,False,5.99,False,True,FG8975,False,False,False,Shipping,Shipping
122002509,Shipping,0.0,False,False,0.0,False,True,FG2191,False,False,False,Shipping,Shipping
122002510,Shipping,7.99,False,False,7.99,False,True,FG1598,False,False,False,Shipping,Shipping
122002511,Shipping,0.0,False,False,0.0,False,True,FG6915,False,False,False,Shipping,Shipping
122002512,Shipping,0.0,False,False,0.0,False,True,FG9203,False,False,False,Shipping,Shipping
122002513,Shipping,0.0,False,False,0.0,False,True,FG6207,False,False,False,Shipping,Shipping
122002514,Shipping,12.99,False,False,12.99,False,True,FG2296,False,False,False,Shipping,Shipping
122002515,Shipping,12.99,False,False,12.99,False,True,FG7393,False,False,False,Shipping,Shipping
122002516,Shipping,10.0,False,False,10.0,False,True,FG8929,False,False,False,Shipping,Shipping
122002517,Shipping,7.99,False,False,7.99,False,True,FG7501,False,False,False,Shipping,Shipping
122002518,Shipping,12.99,False,False,12.99,False,True,FG9735,False,False,False,Shipping,Shipping
122002519,Shipping,12.99,False,False,12.99,False,True,FG3247,False,False,False,Shipping,Shipping
122002520,Shipping,5.99,False,False,5.99,False,True,FG9248,False,False,False,Shipping,Shipping
122002521,Shipping,5.99,False,False,5.99,False,True,FG1041,False,False,False,Shipping,Shipping
122002522,Shipping,0.0,False,False,0.0,False,True,FG4331,False,False,False,Shipping,Shipping
122002523,Shipping,7.99,False,False,7.99,False,True,FG2727,False,False,False,Shipping,Shipping
122002524,Shipping,5.99,False,False,5.99,False,True,FG5407,False,False,False,Shipping,Shipping
122002525,Shipping,7.99,False,False,7.99,False,True,FG2598,False,False,False,Shipping,Shipping
122002526,Shipping,0.0,False,False,0.0,False,True,FG2657,False,False,False,Shipping,Shipping
122002527,Shipping,7.99,False,False,7.99,False,True,FG8575,False,False,False,Shipping,Shipping
122002528,Shipping,5.99,False,False,5.99,False,True,FG3608,False,False,False,Shipping,Shipping
122002529,Shipping,10.0,False,False,10.0,False,True,FG7424,False,False,False,Shipping,Shipping
122002530,Shipping,12.99,False,False,12.99,False,True,FG8015,False,False,False,Shipping,Shipping
122002531,Shipping,5.99,False,False,5.99,False,True,FG3076,False,False,False,Shipping,Shipping
122002532,Shipping,5.99,False,False,5.99,False,True,FG4777,False,False,False,Shipping,Shipping
122002533,Shipping,5.99,False,False,5.99,False,True,FG3743,False,False,False,Shipping,Shipping
122002534,Shipping,0.0,False,False,0.0,False,True,FG3054,False,False,False,Shipping,Shipping
122002535,Shipping,10.0,False,False,10.0,False,True,FG9799,False,False,False,Shipping,Shipping
122002536,Shipping,0.0,False,False,0.0,False,True,FG6930,False,False,False,Shipping,Shipping
122002537,Shipping,7.99,False,False,7.99,False,True,FG4055,False,False,False,Shipping,Shipping
122002538,Shipping,0.0,False,False,0.0,False,True,FG3829,False,False,False,Shipping,Shipping
122002539,Shipping,7.99,False,False,7.99,False,True,FG5071,False,False,False,Shipping,Shipping
122002540,Shipping,5.99,False,False,5.99,False,True,FG2279,False,False,False,Shipping,Shipping
122002541,Shipping,12.99,False,False,12.99,False,True,FG8323,False,False,False,Shipping,Shipping
122002542,Shipping,12.99,False,False,12.99,False,True,FG9302,False,False,False,Shipping,Shipping
122002543,Shipping,7.99,False,False,7.99,False,True,FG5299,False,False,False,Shipping,Shipping
122002544,Shipping,12.99,False,False,12.99,False,True,FG9514,False,False,False,Shipping,Shipping
122002545,Shipping,12.99,False,False,12.99,False,True,FG7542,False,False,False,Shipping,Shipping
122002546,Shipping,12.99,False,False,12.99,False,True,FG1994,False,False,False,Shipping,Shipping
122002547,Shipping,10.0,False,False,10.0,False,True,FG6272,False,False,False,Shipping,Shipping
122002548,Shipping,5.99,False,False,5.99,False,True,FG5544,False,False,False,Shipping,Shipping
122002549,Shipping,5.99,False,False,5.99,False,True,FG8619,False,False,False,Shipping,Shipping
122002550,Shipping,5.99,False,False,5.99,False,True,FG7063,False,False,False,Shipping,Shipping
122002551,Shipping,5.99,False,False,5.99,False,True,FG4399,False,False,False,Shipping,Shipping
122002552,Shipping,0.0,False,False,0.0,False,True,FG8269,False,False,False,Shipping,Shipping
122002553,Shipping,5.99,False,False,5.99,False,True,FG3740,False,False,False,Shipping,Shipping
122002554,Shipping,7.99,False,False,7.99,False,True,FG8271,False,False,False,Shipping,Shipping
122002555,Shipping,12.99,False,False,12.99,False,True,FG6386,False,False,False,Shipping,Shipping
122002556,Shipping,10.0,False,False,10.0,False,True,FG1141,False,False,False,Shipping,Shipping
122002557,Shipping,10.0,False,False,10.0,False,True,FG2259,False,False,False,Shipping,Shipping
122002558,Shipping,10.0,False,False,10.0,False,True,FG2069,False,False,False,Shipping,Shipping
122002559,Shipping,10.0,False,False,10.0,False,True,FG2724,False,False,False,Shipping,Shipping
122002560,Shipping,5.99,False,False,5.99,False,True,FG3071,False,False,False,Shipping,Shipping
122002561,Shipping,12.99,False,False,12.99,False,True,FG2974,False,False,False,Shipping,Shipping
122002562,Shipping,5.99,False,False,5.99,False,True,FG5562,False,False,False,Shipping,Shipping
122002563,Shipping,12.99,False,False,12.99,False,True,FG7072,False,False,False,Shipping,Shipping
122002564,Shipping,0.0,False,False,0.0,False,True,FG2445,False,False,False,Shipping,Shipping
122002565,Shipping,5.99,False,False,5.99,False,True,FG1303,False,False,False,Shipping,Shipping
122002566,Shipping,12.99,False,False,12.99,False,True,FG5898,False,False,False,Shipping,Shipping
122002567,Shipping,10.0,False,False,10.0,False,True,FG5046,False,False,False,Shipping,Shipping
122002568,Shipping,5.99,False,False,5.99,False,True,FG8989,False,False,False,Shipping,Shipping
122002569,Shipping,0.0,False,False,0.0,False,True,FG4031,False,False,False,Shipping,Shipping
122002570,Shipping,7.99,False,False,7.99,False,True,FG6327,False,False,False,Shipping,Shipping
122002571,Shipping,7.99,False,False,7.99,False,True,FG2981,False,False,False,Shipping,Shipping
122002572,Shipping,7.99,False,False,7.99,False,True,FG3320,False,False,False,Shipping,Shipping
122002573,Shipping,10.0,False,False,10.0,False,True,FG5504,False,False,False,Shipping,Shipping
122002574,Shipping,7.99,False,False,7.99,False,True,FG9795,False,False,False,Shipping,Shipping
122002575,Shipping,10.0,False,False,10.0,False,True,FG2607,False,False,False,Shipping,Shipping
122002576,Shipping,5.99,False,False,5.99,False,True,FG6506,False,False,False,Shipping,Shipping
122002577,Shipping,5.99,False,False,5.99,False,True,FG9612,False,False,False,Shipping,Shipping
122002578,Shipping,0.0,False,False,0.0,False,True,FG4030,False,False,False,Shipping,Shipping
122002579,Shipping,10.0,False,False,10.0,False,True,FG3717,False,False,False,Shipping,Shipping
122002580,Shipping,5.99,False,False,5.99,False,True,FG1527,False,False,False,Shipping,Shipping
122002581,Shipping,0.0,False,False,0.0,False,True,FG6442,False,False,False,Shipping,Shipping
122002582,Shipping,5.99,False,False,5.99,False,True,FG3203,False,False,False,Shipping,Shipping
122002583,Shipping,7.99,False,False,7.99,False,True,FG8038,False,False,False,Shipping,Shipping
122002584,Shipping,7.99,False,False,7.99,False,True,FG1969,False,False,False,Shipping,Shipping
122002585,Shipping,0.0,False,False,0.0,False,True,FG8231,False,False,False,Shipping,Shipping
122002586,Shipping,7.99,False,False,7.99,False,True,FG4259,False,False,False,Shipping,Shipping
122002587,Shipping,10.0,False,False,10.0,False,True,FG2448,False,False,False,Shipping,Shipping
122002588,Shipping,5.99,False,False,5.99,False,True,FG1571,False,False,False,Shipping,Shipping
122002589,Shipping,5.99,False,False,5.99,False,True,FG6525,False,False,False,Shipping,Shipping
122002590,Shipping,10.0,False,False,10.0,False,True,FG4001,False,False,False,Shipping,Shipping
122002591,Shipping,0.0,False,False,0.0,False,True,FG5169,False,False,False,Shipping,Shipping
122002592,Shipping,10.0,False,False,10.0,False,True,FG7200,False,False,False,Shipping,Shipping
122002593,Shipping,12.99,False,False,12.99,False,True,FG6832,False,False,False,Shipping,Shipping
122002594,Shipping,7.99,False,False,7.99,False,True,FG6506,False,False,False,Shipping,Shipping
122002595,Shipping,7.99,False,False,7.99,False,True,FG6599,False,False,False,Shipping,Shipping
122002596,Shipping,7.99,False,False,7.99,False,True,FG1442,False,False,False,Shipping,Shipping
122002597,Shipping,7.99,False,False,7.99,False,True,FG5289,False,False,False,Shipping,Shipping
122002598,Shipping,12.99,False,False,12.99,False,True,FG3281,False,False,False,Shipping,Shipping
122002599,Shipping,12.99,False,False,12.99,False,True,FG3731,False,False,False,Shipping,Shipping
122002600,Shipping,12.99,False,False,12.99,False,True,FG3989,False,False,False,Shipping,Shipping
122002601,Shipping,0.0,False,False,0.0,False,True,FG2064,False,False,False,Shipping,Shipping
122002602,Shipping,0.0,False,False,0.0,False,True,FG3871,False,False,False,Shipping,Shipping
122002603,Shipping,0.0,False,False,0.0,False,True,FG5020,False,False,False,Shipping,Shipping
122002604,Shipping,12.99,False,False,12.99,False,True,FG9178,False,False,False,Shipping,Shipping
122002605,Shipping,0.0,False,False,0.0,False,True,FG8114,False,False,False,Shipping,Shipping
122002606,Shipping,7.99,False,False,7.99,False,True,FG7178,False,False,False,Shipping,Shipping
122002607,Shipping,0.0,False,False,0.0,False,True,FG5952,False,False,False,Shipping,Shipping
122002608,Shipping,10.0,False,False,10.0,False,True,FG5590,False,False,False,Shipping,Shipping
122002609,Shipping,12.99,False,False,12.99,False,True,FG1787,False,False,False,Shipping,Shipping
122002610,Shipping,7.99,False,False,7.99,False,True,FG9206,False,False,False,Shipping,Shipping
122002611,Shipping,12.99,False,False,12.99,False,True,FG1783,False,False,False,Shipping,Shipping
122002612,Shipping,5.99,False,False,5.99,False,True,FG9409,False,False,False,Shipping,Shipping
122002613,Shipping,12.99,False,False,12.99,False,True,FG1894,False,False,False,Shipping,Shipping
122002614,Shipping,5.99,False,False,5.99,False,True,FG2261,False,False,False,Shipping,Shipping
122002615,Shipping,0.0,False,False,0.0,False,True,FG7844,False,False,False,Shipping,Shipping
122002616,Shipping,7.99,False,False,7.99,False,True,FG4677,False,False,False,Shipping,Shipping
122002617,Shipping,0.0,False,False,0.0,False,True,FG1799,False,False,False,Shipping,Shipping
122002618,Shipping,10.0,False,False,10.0,False,True,FG1630,False,False,False,Shipping,Shipping
122002619,Shipping,0.0,False,False,0.0,False,True,FG4905,False,False,False,Shipping,Shipping
122002620,Shipping,0.0,False,False,0.0,False,True,FG4863,False,False,False,Shipping,Shipping
122002621,Shipping,10.0,False,False,10.0,False,True,FG2650,False,False,False,Shipping,Shipping
122002622,Shipping,12.99,False,False,12.99,False,True,FG9827,False,False,False,Shipping,Shipping
122002623,Shipping,0.0,False,False,0.0,False,True,FG6353,False,False,False,Shipping,Shipping
122002624,Shipping,12.99,False,False,12.99,False,True,FG9871,False,False,False,Shipping,Shipping
122002625,Shipping,0.0,False,False,0.0,False,True,FG6717,False,False,False,Shipping,Shipping
122002626,Shipping,7.99,False,False,7.99,False,True,FG9755,False,False,False,Shipping,Shipping
122002627,Shipping,0.0,False,False,0.0,False,True,FG4900,False,False,False,Shipping,Shipping
122002628,Shipping,0.0,False,False,0.0,False,True,FG7095,False,False,False,Shipping,Shipping
122002629,Shipping,0.0,False,False,0.0,False,True,FG9501,False,False,False,Shipping,Shipping
122002630,Shipping,0.0,False,False,0.0,False,True,FG7822,False,False,False,Shipping,Shipping
122002631,Shipping,12.99,False,False,12.99,False,True,FG4270,False,False,False,Shipping,Shipping
122002632,Shipping,0.0,False,False,0.0,False,True,FG5569,False,False,False,Shipping,Shipping
122002633,Shipping,7.99,False,False,7.99,False,True,FG6410,False,False,False,Shipping,Shipping
122002634,Shipping,10.0,False,False,10.0,False,True,FG7742,False,False,False,Shipping,Shipping
122002635,Shipping,7.99,False,False,7.99,False,True,FG3592,False,False,False,Shipping,Shipping
122002636,Shipping,5.99,False,False,5.99,False,True,FG1904,False,False,False,Shipping,Shipping
122002637,Shipping,12.99,False,False,12.99,False,True,FG2317,False,False,False,Shipping,Shipping
122002638,Shipping,12.99,False,False,12.99,False,True,FG7749,False,False,False,Shipping,Shipping
122002639,Shipping,7.99,False,False,7.99,False,True,FG6131,False,False,False,Shipping,Shipping
122002640,Shipping,7.99,False,False,7.99,False,True,FG5312,False,False,False,Shipping,Shipping
122002641,Shipping,0.0,False,False,0.0,False,True,FG4507,False,False,False,Shipping,Shipping
122002642,Shipping,7.99,False,False,7.99,False,True,FG7819,False,False,False,Shipping,Shipping
122002643,Shipping,0.0,False,False,0.0,False,True,FG8210,False,False,False,Shipping,Shipping
122002644,Shipping,5.99,False,False,5.99,False,True,FG8722,False,False,False,Shipping,Shipping
122002645,Shipping,0.0,False,False,0.0,False,True,FG5255,False,False,False,Shipping,Shipping
122002646,Shipping,5.99,False,False,5.99,False,True,FG9873,False,False,False,Shipping,Shipping
122002647,Shipping,0.0,False,False,0.0,False,True,FG5720,False,False,False,Shipping,Shipping
122002648,Shipping,10.0,False,False,10.0,False,True,FG9985,False,False,False,Shipping,Shipping
122002649,Shipping,7.99,False,False,7.99,False,True,FG8471,False,False,False,Shipping,Shipping
122002650,Shipping,0.0,False,False,0.0,False,True,FG6881,False,False,False,Shipping,Shipping
122002651,Shipping,12.99,False,False,12.99,False,True,FG6924,False,False,False,Shipping,Shipping
122002652,Shipping,0.0,False,False,0.0,False,True,FG7103,False,False,False,Shipping,Shipping
122002653,Shipping,5.99,False,False,5.99,False,True,FG8503,False,False,False,Shipping,Shipping
122002654,Shipping,10.0,False,False,10.0,False,True,FG1340,False,False,False,Shipping,Shipping
122002655,Shipping,0.0,False,False,0.0,False,True,FG2559,False,False,False,Shipping,Shipping
122002656,Shipping,12.99,False,False,12.99,False,True,FG7970,False,False,False,Shipping,Shipping
122002657,Shipping,5.99,False,False,5.99,False,True,FG5589,False,False,False,Shipping,Shipping
122002658,Shipping,0.0,False,False,0.0,False,True,FG1930,False,False,False,Shipping,Shipping
122002659,Shipping,7.99,False,False,7.99,False,True,FG9681,False,False,False,Shipping,Shipping
122002660,Shipping,0.0,False,False,0.0,False,True,FG6064,False,False,False,Shipping,Shipping
122002661,Shipping,5.99,False,False,5.99,False,True,FG8601,False,False,False,Shipping,Shipping
122002662,Shipping,5.99,False,False,5.99,False,True,FG1565,False,False,False,Shipping,Shipping
122002663,Shipping,0.0,False,False,0.0,False,True,FG4156,False,False,False,Shipping,Shipping
122002664,Shipping,0.0,False,False,0.0,False,True,FG1927,False,False,False,Shipping,Shipping
122002665,Shipping,12.99,False,False,12.99,False,True,FG1452,False,False,False,Shipping,Shipping
122002666,Shipping,10.0,False,False,10.0,False,True,FG6426,False,False,False,Shipping,Shipping
122002667,Shipping,7.99,False,False,7.99,False,True,FG7339,False,False,False,Shipping,Shipping
122002668,Shipping,0.0,False,False,0.0,False,True,FG5000,False,False,False,Shipping,Shipping
122002669,Shipping,10.0,False,False,10.0,False,True,FG7445,False,False,False,Shipping,Shipping
122002670,Shipping,10.0,False,False,10.0,False,True,FG9280,False,False,False,Shipping,Shipping
122002671,Shipping,5.99,False,False,5.99,False,True,FG2685,False,False,False,Shipping,Shipping
122002672,Shipping,10.0,False,False,10.0,False,True,FG8270,False,False,False,Shipping,Shipping
122002673,Shipping,0.0,False,False,0.0,False,True,FG7287,False,False,False,Shipping,Shipping
