invoiceid,invoice_pk,orderid,orderpk,createdtimestamp,cleanuptaskid,errordescription,iserror,publishcount,process,failedamount,fulfillmentdate,sellinglocationid,updatedby,amountprocessed,totalcharges,invoicesubtotal,parentorderid,taxexemptid,totaltaxes,totaldiscounts,publishstatusid,statusid,updatedtimestamp,createdby,invoicetypeid,customerid,orgid,contextid,packageid,invoicetotal,unique_identifier,invoiceadditional,messageid,load_date,update_date
123002713,6198098636679273419,122002713,6363265281775663636,2023-04-14T00:00:00.000,TASK4692,COMPLETED,False,1,PROCESSED,0,2023-04-16T00:00:00.000,LOC4117,user1212@dxlg.com,174.37,9.06,160.42,NONE,TAX002,13.95,8.72,1000,300,2023-04-14T22:00:00.000,system@dxlg.com,STANDARD,CUST64131,dxlg-us,b69f4104-e328-4e34-b02c-7fc6b6247584,PKG86604,174.37,afde60c4-8037-4fa5-8a54-dda127601b25,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",56f3567a-2a41-4dfc-853d-da356e2dc69a,2025-12-05,2025-12-05
123002714,6066989535223318439,122002714,6582525291975303909,2022-10-21T00:00:00.000,TASK9519,COMPLETED,False,2,FINALIZED,0,2022-10-25T00:00:00.000,LOC1472,user9619@dxlg.com,182.2,10.07,167.62,NONE,TAX001,14.58,9.11,1000,300,2022-10-21T13:00:00.000,system@dxlg.com,STANDARD,CUST51768,dxlg-us,4d3ffb4f-ec41-4868-9fbe-656f584f1a6d,PKG90430,182.2,123473a9-a536-4040-a5d8-9629c2b8650d,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",e5c91a95-6b7f-4cd1-831d-c7e03dfccd4b,2025-12-05,2025-12-05
123002716,6238946679772111504,122002716,6062505146420185969,2024-03-21T00:00:00.000,TASK6206,NONE,False,3,PROCESSED,0,2024-03-24T00:00:00.000,LOC7502,user5048@dxlg.com,145.81,10.45,134.15,NONE,NONE,11.66,7.29,3000,100,2024-03-21T15:00:00.000,system@dxlg.com,DEBIT,CUST51212,dxlg-us,bf91a617-5dc9-4e5d-81dd-ee6c8dd40569,PKG77193,145.81,30037f2c-e877-48fb-ae20-ab88ac562b59,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",6d9b2611-6f31-48e3-a78e-b11c9ef1e2d1,2025-12-05,2025-12-05
123002717,6117051517929834109,122002717,6128329214575571795,2024-12-08T00:00:00.000,TASK9032,COMPLETED,False,3,COMPLETED,0,2024-12-12T00:00:00.000,LOC1718,user6850@dxlg.com,331.2,7.12,304.7,116254622,NONE,26.5,16.56,1000,300,2024-12-08T03:00:00.000,system@dxlg.com,CREDIT,CUST47424,dxlg-us,7323f6b6-cfea-40b3-bcec-bdf49799aac4,PKG54450,331.2,f183cfdc-2f45-47c3-9b93-17e1e3a3270a,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",69ce5f77-8e2f-4a8a-8e20-a9c1a203b278,2025-12-05,2025-12-05
123002718,6090421065012538818,122002718,6148146438075818760,2024-05-31T00:00:00.000,TASK6200,SUCCESS,False,2,FINALIZED,0,2024-06-01T00:00:00.000,LOC9562,user1554@dxlg.com,108.36,13.12,99.69,NONE,NONE,8.67,5.42,3000,100,2024-05-31T10:00:00.000,system@dxlg.com,CREDIT,CUST10733,dxlg-us,4dd0c6a9-d0f0-4ddb-8201-5ffdd55536c7,PKG44354,108.36,464d6316-dfb6-42c8-9e58-836b251f9b56,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",504ac51f-2cf6-47c6-a379-b291b4bccdb1,2025-12-05,2025-12-05
123002719,6268546034471771055,122002719,6242590143829302694,2021-03-09T00:00:00.000,TASK9236,NONE,False,1,FINALIZED,0,2021-03-11T00:00:00.000,LOC2092,user4900@dxlg.com,395.62,11.68,363.97,NONE,TAX002,31.65,19.78,2000,200,2021-03-09T23:00:00.000,system@dxlg.com,CREDIT,CUST73213,dxlg-us,8e9f29f3-9074-4dbf-bfb9-046571ca7fe7,PKG67772,395.62,07eb5b6d-96cb-49a5-8074-0ce20c044496,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",5bab5f18-253c-4132-b05f-e9d94101ecc3,2025-12-05,2025-12-05
123002720,6681133182693312006,122002720,6981430422088248634,2024-12-05T00:00:00.000,TASK3805,NONE,False,3,FINALIZED,0,2024-12-06T00:00:00.000,LOC8269,user7567@dxlg.com,442.93,12.89,407.5,NONE,TAX001,35.43,22.15,2000,200,2024-12-05T14:00:00.000,system@dxlg.com,DEBIT,CUST44866,dxlg-us,00cc08bb-9fa3-4e87-95b4-3eb22d673a5e,PKG97543,442.93,aa36386d-aff2-417d-8ea0-2b3596c8ed72,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",fe531f0a-0ffb-4a38-8fc3-6afeccf6c84d,2025-12-05,2025-12-05
123002721,6004453880181330608,122002721,6177582408129878774,2020-08-07T00:00:00.000,TASK4995,NONE,False,2,PROCESSED,0,2020-08-12T00:00:00.000,LOC4146,user1206@dxlg.com,435.54,7.16,400.7,NONE,TAX002,34.84,21.78,1000,200,2020-08-07T14:00:00.000,system@dxlg.com,DEBIT,CUST92053,dxlg-us,fd458a3b-7677-4644-ba23-0de6bf70226e,PKG22206,435.54,522828ef-a141-4fae-ae91-e7abe7bf2b8f,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",6fa045d2-3cf8-4f2a-a883-fbc1468eef08,2025-12-05,2025-12-05
123002722,6266719848480324722,122002722,6918415235874565716,2020-05-30T00:00:00.000,TASK6096,NONE,False,3,COMPLETED,0,2020-06-03T00:00:00.000,LOC8404,user5533@dxlg.com,234.83,11.15,216.04,NONE,NONE,18.79,11.74,3000,100,2020-05-30T18:00:00.000,system@dxlg.com,DEBIT,CUST69747,dxlg-us,d860cc34-9430-4c2a-8779-19aaee0e9488,PKG57489,234.83,20a423f4-c3ba-4361-b370-4db5e2a3e302,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",06df8e17-86ec-4f65-a1f8-62c14d0a130d,2025-12-05,2025-12-05
123002724,6201343039332789049,122002724,6722583665347532877,2021-08-31T00:00:00.000,TASK4896,NONE,False,3,PROCESSED,0,2021-09-02T00:00:00.000,LOC7900,user6528@dxlg.com,284.68,6.3,261.91,NONE,TAX001,22.77,14.23,3000,300,2021-08-31T09:00:00.000,system@dxlg.com,STANDARD,CUST38108,dxlg-us,f21b1aff-cd8a-4000-ae01-35a5fa9df896,PKG12604,284.68,d81a7d5b-c1a4-43a3-b694-7763e383b5f5,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",7501e250-4c87-4e4a-a5b5-afdbd4f5d0f5,2025-12-05,2025-12-05
123002725,6320394452507243071,122002725,6527231309899417339,2023-07-22T00:00:00.000,TASK2459,NONE,False,1,PROCESSED,0,2023-07-27T00:00:00.000,LOC8151,user5101@dxlg.com,263.1,12.3,242.05,NONE,TAX002,21.05,13.16,1000,100,2023-07-22T11:00:00.000,system@dxlg.com,DEBIT,CUST19269,dxlg-us,c84863d6-5bd8-4d00-af01-77adfc1838ce,PKG82593,263.1,7c56e1bb-f879-4176-818d-bc10d246292d,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",713ae3bd-51b0-4a62-b157-754eea542596,2025-12-05,2025-12-05
123002726,6183025207065646362,122002726,6578906252866077050,2020-11-20T00:00:00.000,TASK6392,NONE,False,1,PROCESSED,0,2020-11-23T00:00:00.000,LOC7559,user6073@dxlg.com,467.11,9.8,429.74,NONE,TAX002,37.37,23.36,3000,200,2020-11-20T09:00:00.000,system@dxlg.com,CREDIT,CUST58746,dxlg-us,9326db83-8c93-4536-a28c-3b35b13d22c0,PKG91961,467.11,38a2b1e7-e978-47e2-8de7-d53a95171064,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",f15b43b0-33a5-49af-b1c9-656d9bc4c272,2025-12-05,2025-12-05
123002727,6483246378044109824,122002727,6206146522715884208,2024-05-20T00:00:00.000,TASK1095,COMPLETED,False,2,FINALIZED,0,2024-05-21T00:00:00.000,LOC5696,user1685@dxlg.com,302.64,6.65,278.43,NONE,TAX002,24.21,15.13,2000,200,2024-05-20T19:00:00.000,system@dxlg.com,DEBIT,CUST49650,dxlg-us,964949d2-16fb-47c8-b63f-749b02660673,PKG32975,302.64,0f1f02c6-8638-4a4b-94c9-92a6615ce5f7,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",d15ab096-d0a1-4db2-85f3-6a10e875d6b5,2025-12-05,2025-12-05
123002728,6974170388295770798,122002728,6778719449571457548,2020-05-18T00:00:00.000,TASK7007,COMPLETED,False,3,COMPLETED,0,2020-05-22T00:00:00.000,LOC2694,user9286@dxlg.com,378.22,7.88,347.96,NONE,NONE,30.26,18.91,3000,300,2020-05-18T17:00:00.000,system@dxlg.com,CREDIT,CUST41305,dxlg-us,dd07b5a0-2067-4970-af47-5567a23dbba9,PKG96964,378.22,666fe5ca-f56d-4d76-a0db-596444062c7a,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",ef1a72e6-54e0-43bc-9288-c2879ad33457,2025-12-05,2025-12-05
123002729,6678947876284640166,122002729,6557425011986069957,2025-07-26T00:00:00.000,TASK7373,SUCCESS,False,2,COMPLETED,0,2025-07-30T00:00:00.000,LOC8922,user5860@dxlg.com,171.6,6.75,157.87,NONE,TAX002,13.73,8.58,3000,300,2025-07-26T22:00:00.000,system@dxlg.com,STANDARD,CUST63988,dxlg-us,625233f7-4ed3-4a36-a504-06c58a5e049d,PKG14373,171.6,a04493e4-93ed-46ef-9d06-264a7b3a40da,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",c64047f2-054f-4bd5-ad52-942a3ce072c0,2025-12-05,2025-12-05
123002730,6977700872897429142,122002730,6721122673201049778,2021-03-12T00:00:00.000,TASK6366,SUCCESS,False,3,FINALIZED,0,2021-03-16T00:00:00.000,LOC5644,user3666@dxlg.com,83.52,8.88,76.84,NONE,TAX002,6.68,4.18,1000,300,2021-03-12T14:00:00.000,system@dxlg.com,CREDIT,CUST80510,dxlg-us,f620df4c-b1f6-45fa-b374-1a03ad94a487,PKG85215,83.52,c9f446dc-5a7a-4ac6-9ec5-73f3c6860ea8,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",2fc7966d-c2e0-43fe-baeb-434369373f14,2025-12-05,2025-12-05
123002731,6915199605965268323,122002731,6672636524685351512,2025-05-11T00:00:00.000,TASK1171,SUCCESS,False,1,COMPLETED,0,2025-05-12T00:00:00.000,LOC9224,user4499@dxlg.com,302.98,6.61,278.74,NONE,NONE,24.24,15.15,1000,100,2025-05-11T01:00:00.000,system@dxlg.com,CREDIT,CUST99044,dxlg-us,8adc934e-fa66-488f-b7d0-25a8ef288534,PKG60796,302.98,cce4a4ff-44a7-4a06-9a93-3b14ed5dbe41,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",4f283915-c26c-4830-a80c-7715cdf2760d,2025-12-05,2025-12-05
123002732,6843766378271384736,122002732,6320706244517533308,2022-05-27T00:00:00.000,TASK5278,COMPLETED,False,3,FINALIZED,0,2022-05-31T00:00:00.000,LOC9492,user6544@dxlg.com,287.18,11.22,264.21,NONE,TAX001,22.97,14.36,2000,200,2022-05-27T19:00:00.000,system@dxlg.com,DEBIT,CUST75128,dxlg-us,72b33a92-8c3e-4445-81fa-470f9a99863f,PKG99974,287.18,6480b86b-e83c-4191-8b52-fae5bef0b496,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",63ae814e-dcc1-4c90-bfd9-6896f834eccf,2025-12-05,2025-12-05
123002734,6350954148011833829,122002734,6781722379955511807,2021-12-05T00:00:00.000,TASK8697,NONE,False,2,COMPLETED,0,2021-12-08T00:00:00.000,LOC2480,user8521@dxlg.com,421.39,8.4,387.68,NONE,TAX001,33.71,21.07,1000,300,2021-12-05T10:00:00.000,system@dxlg.com,CREDIT,CUST90812,dxlg-us,f4a1f8ba-c8a3-4517-be1d-38e177cf7572,PKG41590,421.39,2e2171a7-1aca-4bf1-a24e-3b3e2a6f47a7,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",99346c30-8927-4cae-a2a2-3afb63f78ff4,2025-12-05,2025-12-05
123002735,6349360019141430466,122002735,6479240987805276941,2025-08-19T00:00:00.000,TASK9237,NONE,False,1,FINALIZED,0,2025-08-21T00:00:00.000,LOC3459,user4349@dxlg.com,217.64,12.17,200.23,NONE,NONE,17.41,10.88,3000,300,2025-08-19T07:00:00.000,system@dxlg.com,CREDIT,CUST96697,dxlg-us,12b05654-833e-4702-9ff7-3f7a877de967,PKG12918,217.64,0715fcc8-5195-4c9d-9cdc-14175881a116,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",e81abdd9-e308-4771-a3a5-069a4ba08211,2025-12-05,2025-12-05
123002736,6387260104294609755,122002736,6845348410855882429,2023-09-10T00:00:00.000,TASK6492,COMPLETED,False,2,FINALIZED,0,2023-09-13T00:00:00.000,LOC6672,user2020@dxlg.com,294.33,14.09,270.78,NONE,NONE,23.55,14.72,2000,200,2023-09-10T05:00:00.000,system@dxlg.com,STANDARD,CUST46577,dxlg-us,434468dd-a426-4699-9242-34eb8138d38a,PKG89796,294.33,98c018ac-a583-485f-8d8f-f623fb0f5eb1,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",93df662b-9ddc-412e-b501-243105a2ca47,2025-12-05,2025-12-05
123002737,6473333800463277489,122002737,6857794204153990486,2021-04-20T00:00:00.000,TASK2962,NONE,False,3,PROCESSED,0,2021-04-24T00:00:00.000,LOC5575,user8506@dxlg.com,157.61,8.52,145.0,NONE,TAX001,12.61,7.88,1000,100,2021-04-20T09:00:00.000,system@dxlg.com,STANDARD,CUST68065,dxlg-us,ed4d9ae7-d96c-4315-b6d6-644ae5acfbf9,PKG22491,157.61,2e34857a-f4d4-476b-8ad4-19674e4ad13a,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",e211476e-1374-42ce-ba68-09f7b9ac4cd0,2025-12-05,2025-12-05
123002738,6109853032577507373,122002738,6142676909837671321,2022-01-06T00:00:00.000,TASK7332,COMPLETED,False,1,PROCESSED,0,2022-01-09T00:00:00.000,LOC3474,user4358@dxlg.com,68.78,5.27,63.28,NONE,TAX002,5.5,3.44,2000,200,2022-01-06T20:00:00.000,system@dxlg.com,STANDARD,CUST47073,dxlg-us,342bdb71-846f-4645-9697-9861fada4bd2,PKG10932,68.78,fcea33d2-9e36-478f-8ec7-c0ed0517351b,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",fe0b8dd6-ddb4-4395-a0ad-df4c3dc640f9,2025-12-05,2025-12-05
123002739,6618547429714274442,122002739,6381790375579373626,2025-02-08T00:00:00.000,TASK3570,SUCCESS,False,3,PROCESSED,0,2025-02-13T00:00:00.000,LOC3350,user4950@dxlg.com,470.17,6.57,432.56,NONE,TAX002,37.61,23.51,2000,100,2025-02-08T11:00:00.000,system@dxlg.com,STANDARD,CUST76791,dxlg-us,e4f4109d-84a4-4f5e-91fd-49a369041022,PKG76300,470.17,0f6c9428-1991-4c4c-8c1c-28767d27cb5f,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",e7dc540d-983a-4460-925e-9021f7ac48f0,2025-12-05,2025-12-05
123002740,6850108197095301992,122002740,6805098203223881390,2025-07-06T00:00:00.000,TASK7001,SUCCESS,False,3,PROCESSED,0,2025-07-08T00:00:00.000,LOC7477,user2765@dxlg.com,468.96,5.45,431.44,NONE,NONE,37.52,23.45,2000,300,2025-07-06T15:00:00.000,system@dxlg.com,STANDARD,CUST73954,dxlg-us,b1aa177f-c3e4-4ecb-a602-c9aab0ad2e84,PKG66226,468.96,36f6d14a-e5f7-4562-9729-0c4c0ca7f25e,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",01ce8aa0-34d9-42c3-b065-dc7394c3fda3,2025-12-05,2025-12-05
123002741,6496121217268640851,122002741,6988954715470293042,2025-11-02T00:00:00.000,TASK9924,SUCCESS,False,3,FINALIZED,0,2025-11-06T00:00:00.000,LOC2170,user9680@dxlg.com,294.57,11.95,271.0,NONE,TAX002,23.57,14.73,2000,200,2025-11-02T06:00:00.000,system@dxlg.com,STANDARD,CUST81356,dxlg-us,436908d5-8a35-44d3-bca2-03bd2a69659d,PKG89464,294.57,cab31a2e-3176-4050-b8d6-5a894c4dd1e2,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",77994d6a-d162-48f5-b93a-68c7ff1eeee9,2025-12-05,2025-12-05
123002742,6143227659448679404,122002742,6876804786389395667,2021-03-13T00:00:00.000,TASK7719,SUCCESS,False,3,FINALIZED,0,2021-03-15T00:00:00.000,LOC7110,user8936@dxlg.com,488.18,9.46,449.13,NONE,NONE,39.05,24.41,3000,100,2021-03-13T22:00:00.000,system@dxlg.com,STANDARD,CUST42880,dxlg-us,a2e13d41-e94e-4d76-a3b6-caa6840cb4ff,PKG18919,488.18,ad70e054-100a-473a-a76a-f2f5d37ce508,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",51a686b8-e245-449d-8fff-6433200f54d1,2025-12-05,2025-12-05
123002743,6937665981026940523,122002743,6836940339389053098,2022-05-14T00:00:00.000,TASK1546,COMPLETED,False,1,FINALIZED,0,2022-05-15T00:00:00.000,LOC3971,user2169@dxlg.com,288.65,8.14,265.56,NONE,NONE,23.09,14.43,1000,200,2022-05-14T03:00:00.000,system@dxlg.com,CREDIT,CUST34454,dxlg-us,27b22b09-6441-404e-83ac-a84b9c7073fa,PKG21113,288.65,13780558-5acb-4ed1-adfe-617bb7ad365e,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",bc4d3f91-0b2c-41b4-b7e7-d2f262c5841d,2025-12-05,2025-12-05
123002744,6951362131014754135,122002744,6333927891567929566,2021-03-05T00:00:00.000,TASK2533,SUCCESS,False,1,FINALIZED,0,2021-03-10T00:00:00.000,LOC8202,user8793@dxlg.com,293.6,13.32,270.11,NONE,TAX002,23.49,14.68,2000,300,2021-03-05T08:00:00.000,system@dxlg.com,CREDIT,CUST51555,dxlg-us,b5d16301-76db-4705-b8ac-e5a0c56f34d4,PKG84130,293.6,ec605d2a-16f9-4f4d-9a0a-ecb2dc1d10ed,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",258f24a1-ca77-40b7-8fbb-63998cb9c430,2025-12-05,2025-12-05
123002745,6482906897044856799,122002745,6604046142509078964,2020-08-09T00:00:00.000,TASK1349,COMPLETED,False,2,FINALIZED,0,2020-08-13T00:00:00.000,LOC8313,user7322@dxlg.com,429.15,9.06,394.82,NONE,TAX002,34.33,21.46,2000,300,2020-08-09T15:00:00.000,system@dxlg.com,DEBIT,CUST67676,dxlg-us,572f646a-49df-4b73-9565-3ae686dd2e5e,PKG25749,429.15,efe338c2-ff83-4e45-aff0-cd718d23dadf,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",dcaac7f1-174d-4fd3-aef6-2501772c1e64,2025-12-05,2025-12-05
123002746,6115465974630523702,122002746,6451176774867547958,2024-12-24T00:00:00.000,TASK8478,NONE,False,3,COMPLETED,0,2024-12-25T00:00:00.000,LOC4789,user9848@dxlg.com,217.63,8.84,200.22,NONE,NONE,17.41,10.88,1000,100,2024-12-24T20:00:00.000,system@dxlg.com,CREDIT,CUST98371,dxlg-us,de224663-3baa-4e1f-9c51-4fc13baff3ca,PKG14062,217.63,cbbb7aae-fe0e-4885-b8d8-3c698e4f9cf7,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",4d127227-ce07-4671-a964-d01ccb1f9c6a,2025-12-05,2025-12-05
123002747,6441096228631969011,122002747,6635652486316497920,2023-06-08T00:00:00.000,TASK6584,COMPLETED,False,3,PROCESSED,0,2023-06-12T00:00:00.000,LOC1510,user6847@dxlg.com,169.19,11.41,155.65,NONE,TAX001,13.54,8.46,2000,200,2023-06-08T12:00:00.000,system@dxlg.com,CREDIT,CUST11401,dxlg-us,c00e61c5-7892-42a5-9f87-78c2dd9e6364,PKG30562,169.19,51115600-fb00-4757-a504-84887da328d8,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",68a8028a-c386-45fb-9612-b07cce569c5e,2025-12-05,2025-12-05
123002748,6813375051634099320,122002748,6771469661800938145,2021-02-18T00:00:00.000,TASK1454,SUCCESS,False,3,FINALIZED,0,2021-02-20T00:00:00.000,LOC3935,user2221@dxlg.com,416.26,12.42,382.96,NONE,NONE,33.3,20.81,2000,100,2021-02-18T12:00:00.000,system@dxlg.com,STANDARD,CUST38869,dxlg-us,d1c5ef69-8c40-4649-a01d-28561bdc485c,PKG15095,416.26,4ecf5648-5e38-4f15-b641-9f5b77ed5bb4,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",3d474a36-4076-47a0-9212-629a3b5f6b37,2025-12-05,2025-12-05
123002749,6520393121649220496,122002749,6182016574330606838,2021-11-10T00:00:00.000,TASK1565,SUCCESS,False,3,PROCESSED,0,2021-11-12T00:00:00.000,LOC4591,user6298@dxlg.com,313.93,5.6,288.82,NONE,NONE,25.11,15.7,2000,100,2021-11-10T08:00:00.000,system@dxlg.com,STANDARD,CUST93355,dxlg-us,4552f6cf-2e75-4507-93de-f9bd72ee2a29,PKG56435,313.93,42391f63-8820-4118-992c-017a43974240,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",067bd1ee-44b7-4cda-aedb-87ed6b1dbe92,2025-12-05,2025-12-05
123002750,6350251779452404616,122002750,6389703120369417010,2020-03-07T00:00:00.000,TASK9385,NONE,False,2,FINALIZED,0,2020-03-08T00:00:00.000,LOC1997,user7004@dxlg.com,196.52,12.93,180.8,NONE,TAX002,15.72,9.83,1000,100,2020-03-07T20:00:00.000,system@dxlg.com,STANDARD,CUST63104,dxlg-us,01b1e95a-c8c7-4010-8b6e-976fccfad153,PKG14472,196.52,8aa4df52-4166-46bc-bd25-fcd2a5097271,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",88549161-d3ce-4389-8311-4315fbe3a916,2025-12-05,2025-12-05
123002751,6063594147652959377,122002751,6394917649364926283,2021-03-03T00:00:00.000,TASK1784,SUCCESS,False,3,FINALIZED,0,2021-03-04T00:00:00.000,LOC1418,user1577@dxlg.com,114.17,13.05,105.04,NONE,TAX002,9.13,5.71,3000,100,2021-03-03T05:00:00.000,system@dxlg.com,STANDARD,CUST55530,dxlg-us,38e8414c-1ca5-4b2b-9ddf-455f1dc0cab6,PKG27616,114.17,2ff2017f-e92c-43f7-988a-49a679a214dc,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",7012564f-2d87-482c-a8b6-5f5564a00e30,2025-12-05,2025-12-05
123002752,6359661783688593366,122002752,6317883327787899191,2020-11-12T00:00:00.000,TASK5538,SUCCESS,False,3,PROCESSED,0,2020-11-15T00:00:00.000,LOC4460,user3130@dxlg.com,416.32,13.8,383.01,NONE,TAX001,33.31,20.82,1000,100,2020-11-12T06:00:00.000,system@dxlg.com,STANDARD,CUST75874,dxlg-us,1222e90e-24b0-4a7f-b868-0040b5b39d55,PKG25945,416.32,15cb1fcc-f905-43f3-9edd-81e924418f3f,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",3a2bc74e-c55d-429c-b199-d52efdf7358f,2025-12-05,2025-12-05
123002753,6976930559178276101,122002753,6587005799546370939,2025-05-07T00:00:00.000,TASK6771,NONE,False,2,FINALIZED,0,2025-05-08T00:00:00.000,LOC3990,user8207@dxlg.com,137.01,9.79,126.05,NONE,TAX002,10.96,6.85,1000,100,2025-05-07T13:00:00.000,system@dxlg.com,STANDARD,CUST69418,dxlg-us,9748b6ad-cd2d-4083-918e-beaa6cc2e81c,PKG64837,137.01,6c577550-92b1-448a-8df4-7d808ea09945,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",ed549805-8dc9-4f51-8f33-b8c2fdf6eabd,2025-12-05,2025-12-05
123002754,6414176748826044963,122002754,6474818980502554907,2024-01-15T00:00:00.000,TASK4480,SUCCESS,False,3,PROCESSED,0,2024-01-18T00:00:00.000,LOC7956,user9143@dxlg.com,354.11,9.15,325.78,NONE,NONE,28.33,17.71,2000,300,2024-01-15T02:00:00.000,system@dxlg.com,STANDARD,CUST70629,dxlg-us,446e824d-69a5-4352-8a63-9f831a8059c8,PKG89414,354.11,ed764190-9ed8-41f7-9d44-c51f5bd487e1,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",976d1c31-37ec-4c79-8f0f-efcc34377e9b,2025-12-05,2025-12-05
123002755,6517946411537412170,122002755,6159473742792091121,2025-01-18T00:00:00.000,TASK8686,COMPLETED,False,1,PROCESSED,0,2025-01-22T00:00:00.000,LOC8810,user6265@dxlg.com,448.44,10.58,412.56,NONE,NONE,35.88,22.42,1000,100,2025-01-18T09:00:00.000,system@dxlg.com,CREDIT,CUST16004,dxlg-us,023fb073-7dd2-4b0d-8ca6-1d763d804f02,PKG35674,448.44,b82f9590-738b-49e9-9e49-a0160449225a,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",fc7a59e5-5acf-49f8-b328-397e8c66a3dc,2025-12-05,2025-12-05
123002756,6347323518390217645,122002756,6397442817418050569,2022-12-13T00:00:00.000,TASK8054,SUCCESS,False,1,PROCESSED,0,2022-12-15T00:00:00.000,LOC8318,user2412@dxlg.com,205.94,8.06,189.46,NONE,NONE,16.48,10.3,3000,300,2022-12-13T16:00:00.000,system@dxlg.com,CREDIT,CUST32823,dxlg-us,8bc83379-d97f-4292-b126-a7f6836c0ed9,PKG78784,205.94,e0b65e23-a275-407a-ac89-d9a0350751d2,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",c2678a91-66cf-43de-afda-760e0e30044d,2025-12-05,2025-12-05
123002757,6990536622797098273,122002757,6607802513007433314,2022-12-02T00:00:00.000,TASK6739,COMPLETED,False,2,FINALIZED,0,2022-12-06T00:00:00.000,LOC2391,user6462@dxlg.com,92.57,9.86,85.16,NONE,TAX001,7.41,4.63,1000,300,2022-12-02T16:00:00.000,system@dxlg.com,DEBIT,CUST32050,dxlg-us,a984da0f-13ff-4e87-b36b-969f09593aa1,PKG49010,92.57,94fafa26-4078-430a-9fba-0737342b84e6,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",f5dccf4a-18dc-4981-8ed3-1b7f33d7a6a0,2025-12-05,2025-12-05
123002758,6087426681012139560,122002758,6739865083731114411,2024-05-31T00:00:00.000,TASK5308,NONE,False,2,COMPLETED,0,2024-06-05T00:00:00.000,LOC1580,user5587@dxlg.com,354.03,13.96,325.71,NONE,TAX002,28.32,17.7,2000,300,2024-05-31T11:00:00.000,system@dxlg.com,STANDARD,CUST38837,dxlg-us,a120f59b-f5ab-4a9f-ab12-2e5e27e8154e,PKG57685,354.03,88e33d27-5ad2-4e89-a7b3-735d80f4047e,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",41689912-fcc3-47cf-95ff-1da7bec21202,2025-12-05,2025-12-05
123002759,6388184140476454464,122002759,6152587929782826265,2025-05-14T00:00:00.000,TASK4720,NONE,False,2,COMPLETED,0,2025-05-18T00:00:00.000,LOC5452,user3078@dxlg.com,86.07,10.29,79.18,NONE,NONE,6.89,4.3,3000,200,2025-05-14T03:00:00.000,system@dxlg.com,CREDIT,CUST80936,dxlg-us,db348f97-5a98-4e84-8317-63cb75a52c6c,PKG55337,86.07,f7818389-8af8-443e-a5a6-90306029aad9,"{""notes"": ""Standard invoice"", ""type"": ""retail""}",86da3795-2d0c-43d4-afa0-a80f73aaa717,2025-12-05,2025-12-05
