inc_id,scan_id,bmctotal,bodyfat,fitness,leanbodymass,leanmassarms,leanmasslegs,shoulderwidth,visceraladiposetissue,weight,neck,chest,underbust,overarm,bicepleft,bicepright,forearmleft,forearmright,wristleft,wristright,stomach,seat,thighleft,thighright,calfleft,calfright,waist,bodysurfacearea,pantwaist,backneck2waist,sleeveleft,sleeveright,acrossshoulder,crotchlength,inseam,chestcb,hipscb,outseamleft,outseamright,process_date,load_filename,load_timestamp,version,year,month
1743,db43ff75-56c9-4fad-b776-76d6b567ac66,4194.98,42.15,6.54,179.96,11142.12,25142.0,20.86,2561.58,143.34,22.66,67.4,54.29,61.51,16.14,17.24,13.45,15.49,9.79,7.32,48.57,56.16,29.44,31.86,19.28,18.82,43.0,3572.6,61.29,18.59,36.86,36.61,22.39,32.59,32.34,48.31,49.93,38.53,38.29,30-08-2024,scanId-db43ff75-56c9-4fad-b776-76d6b567ac66_2024_08_29_00_00_00.json-app-measures-version-5.0.0,58:54.5,5.0.0,2024,8
1744,6e7d9126-434a-4e5e-a3a2-26c37bafda53,4192.26,49.11,9.96,220.28,11038.3,27529.88,21.87,1688.11,118.39,21.65,63.84,52.92,54.29,18.64,16.84,15.19,13.19,8.39,9.64,52.2,60.21,27.07,35.28,17.05,18.37,55.99,4428.31,46.42,18.69,35.9,35.46,22.92,35.1,32.72,54.4,59.87,37.22,40.73,31-08-2025,scanId-6e7d9126-434a-4e5e-a3a2-26c37bafda53_2025_08_30_00_00_00.json-app-measures-version-5.0.0,50:31.4,5.0.0,2025,8
1745,4939cae4-fd40-4030-895d-c24b9e2e640f,4601.56,28.61,14.97,214.2,14538.04,23290.84,22.25,1578.81,98.88,21.09,65.96,60.55,67.18,16.24,20.91,15.85,14.83,9.77,8.31,69.12,62.67,28.46,32.16,16.73,20.49,49.42,4398.42,48.94,18.85,35.35,35.27,21.53,39.91,30.06,53.91,52.21,41.64,37.36,20-07-2024,scanId-4939cae4-fd40-4030-895d-c24b9e2e640f_2024_07_19_00_00_00.json-app-measures-version-5.0.0,30:53.4,5.0.0,2024,7
1746,1d2b8d8d-efcd-4ea5-912e-8a226895ae71,4690.65,42.7,8.42,236.83,8938.01,34514.94,21.94,1511.15,173.27,20.35,58.71,57.5,63.98,19.36,18.02,15.56,13.55,8.01,8.3,69.46,52.1,31.04,31.8,16.26,19.24,62.54,4278.03,65.37,19.51,36.46,34.61,22.35,33.35,30.84,66.61,58.82,41.15,40.4,19-09-2024,scanId-1d2b8d8d-efcd-4ea5-912e-8a226895ae71_2024_09_18_00_00_00.json-app-measures-version-5.0.0,17:52.8,5.0.0,2024,9
1747,04c61e63-cbf3-41e2-899e-9f2bdef4f3bc,4736.58,53.83,8.85,178.61,9158.72,23169.39,20.2,1828.8,177.81,22.71,61.76,57.4,63.97,18.49,17.68,14.49,14.11,7.91,8.5,59.9,61.87,27.95,35.95,16.31,17.46,45.13,3796.59,52.78,18.75,36.06,33.97,22.6,33.22,34.76,69.99,49.41,37.85,41.57,19-10-2025,scanId-04c61e63-cbf3-41e2-899e-9f2bdef4f3bc_2025_10_18_00_00_00.json-app-measures-version-5.0.0,38:31.1,5.0.0,2025,10
1748,70616c98-41a5-4546-b29c-1f57fef556f8,4866.27,27.14,11.9,173.86,9534.94,23813.97,20.06,2091.38,140.16,20.22,55.34,55.86,56.11,17.06,19.34,14.51,13.11,9.58,8.05,58.4,68.66,32.08,28.95,19.14,20.63,49.4,3688.16,66.02,22.0,34.2,34.76,23.93,38.41,31.45,52.58,53.62,41.47,36.72,15-04-2024,scanId-70616c98-41a5-4546-b29c-1f57fef556f8_2024_04_14_00_00_00.json-app-measures-version-5.0.0,19:56.2,5.0.0,2024,4
1749,52226d57-8d2d-45e7-b21b-d49b976163be,4994.8,53.72,13.14,195.78,8980.0,30563.45,22.23,2515.91,124.28,17.2,55.54,58.7,62.41,16.95,17.34,14.64,13.26,7.64,9.79,63.64,53.95,35.84,32.48,16.11,21.68,59.54,3655.72,54.69,19.97,33.94,36.58,22.25,34.93,31.52,58.46,50.46,41.06,39.75,26-10-2025,scanId-52226d57-8d2d-45e7-b21b-d49b976163be_2025_10_25_00_00_00.json-app-measures-version-5.0.0,55:22.1,5.0.0,2025,10
1750,ae3b42e9-8291-4333-b47e-864ae0ec5db0,3618.22,40.84,7.57,203.56,13821.12,24242.95,19.32,3154.26,155.58,19.69,49.43,49.89,53.65,17.82,17.44,12.64,14.03,9.4,9.27,55.25,60.28,26.04,25.28,16.39,17.93,43.82,4176.96,67.72,21.95,34.05,33.07,20.8,43.42,34.58,54.01,66.37,37.31,41.68,25-06-2024,scanId-ae3b42e9-8291-4333-b47e-864ae0ec5db0_2024_06_24_00_00_00.json-app-measures-version-5.0.0,17:29.8,5.0.0,2024,6
1751,ecbaed9f-13f6-40a7-a78c-3bc2e4736104,4844.35,43.85,14.23,184.28,11724.8,34298.82,19.97,2682.69,112.94,21.49,58.95,66.18,57.64,19.57,14.56,14.57,12.31,7.2,7.76,54.36,49.73,30.79,34.93,20.16,21.43,42.04,3957.7,50.65,21.89,33.23,34.83,22.1,43.3,29.39,58.85,61.57,40.1,38.91,01-12-2024,scanId-ecbaed9f-13f6-40a7-a78c-3bc2e4736104_2024_11_30_00_00_00.json-app-measures-version-5.0.0,55:35.2,5.0.0,2024,11
1752,93762975-873a-4c88-827b-108ad4302213,4718.87,36.65,13.28,153.58,8486.71,24353.06,19.09,3145.1,144.24,20.59,58.26,48.64,68.68,20.52,18.22,12.21,12.18,7.65,8.11,67.94,49.29,25.68,31.06,19.77,20.49,44.8,4296.32,60.71,20.28,33.72,35.97,22.7,34.4,32.3,67.26,46.45,41.12,40.01,14-07-2024,scanId-93762975-873a-4c88-827b-108ad4302213_2024_07_13_00_00_00.json-app-measures-version-5.0.0,22:13.4,5.0.0,2024,7
1753,5b2ab6b4-5156-402e-9979-766f27568b6a,3987.05,48.25,6.92,241.49,9271.11,20820.0,21.51,3369.92,160.12,22.31,48.01,67.37,69.19,14.97,19.92,15.68,15.17,9.8,7.53,54.0,46.97,26.08,33.8,17.67,20.97,58.86,3741.64,51.27,21.61,34.45,34.97,20.02,38.93,32.05,52.44,67.46,37.14,40.96,28-10-2025,scanId-5b2ab6b4-5156-402e-9979-766f27568b6a_2025_10_27_00_00_00.json-app-measures-version-5.0.0,19:19.4,5.0.0,2025,10
1754,3a2122dd-ade4-4878-89b3-f67bbb48bb1a,4976.97,56.17,6.35,168.93,13543.4,28004.91,19.74,2261.61,171.0,18.47,66.78,67.09,67.42,15.19,16.84,14.56,12.33,9.49,8.19,49.73,45.64,26.66,27.45,19.36,18.52,62.31,3822.24,47.21,21.66,33.59,33.42,21.04,41.32,30.65,51.83,50.51,37.14,39.41,23-11-2025,scanId-3a2122dd-ade4-4878-89b3-f67bbb48bb1a_2025_11_22_00_00_00.json-app-measures-version-5.0.0,52:39.3,5.0.0,2025,11
1755,1d3f595d-55a2-4a17-bca8-8bf9a9eec522,3668.06,26.94,7.64,238.7,9413.55,21786.7,24.71,3565.69,102.51,20.14,68.07,62.5,62.38,15.63,15.26,12.88,14.01,7.37,8.38,69.43,53.4,33.3,29.19,20.6,20.21,66.2,4109.38,63.76,19.03,35.97,33.11,20.26,35.99,32.71,48.1,49.87,37.4,38.55,19-07-2025,scanId-1d3f595d-55a2-4a17-bca8-8bf9a9eec522_2025_07_18_00_00_00.json-app-measures-version-5.0.0,42:34.6,5.0.0,2025,7
1756,0e28de80-2e0b-4d80-acd5-bdabb73f197d,3991.39,58.11,7.85,209.62,14329.04,23628.98,22.27,3246.89,112.49,19.0,53.61,55.89,64.45,18.14,17.32,14.33,15.28,9.09,8.25,47.6,64.04,26.56,27.95,18.64,18.56,64.74,3725.0,56.57,18.02,33.53,33.18,21.74,43.47,30.63,64.8,47.1,40.06,41.01,24-11-2025,scanId-0e28de80-2e0b-4d80-acd5-bdabb73f197d_2025_11_23_00_00_00.json-app-measures-version-5.0.0,23:10.1,5.0.0,2025,11
1757,a62076ad-d344-4306-b4be-f3742ed11318,4215.27,50.4,12.26,228.79,13708.67,23038.19,19.12,2631.8,136.53,19.89,48.03,49.16,54.12,17.78,14.51,13.06,12.34,7.48,9.74,67.75,57.3,29.3,27.31,17.73,19.38,66.0,3630.6,69.39,18.8,35.92,36.03,23.03,33.84,35.65,56.09,55.16,38.09,38.74,29-04-2024,scanId-a62076ad-d344-4306-b4be-f3742ed11318_2024_04_28_00_00_00.json-app-measures-version-5.0.0,31:13.5,5.0.0,2024,4
1758,7049c7ba-e96a-4e1c-a096-1e8e59d6781b,3783.42,28.4,13.31,188.13,12835.82,28928.1,19.92,1585.76,113.4,18.96,51.07,55.57,66.51,19.82,15.43,15.28,15.1,7.65,7.26,46.7,56.66,31.55,34.5,17.39,20.06,67.33,3610.55,61.64,19.38,36.33,35.6,21.03,38.68,34.03,65.26,55.97,36.93,36.15,08-01-2024,scanId-7049c7ba-e96a-4e1c-a096-1e8e59d6781b_2024_01_07_00_00_00.json-app-measures-version-5.0.0,21:27.1,5.0.0,2024,1
1759,cd2376dc-eb67-4f22-80e7-f2fe37340e28,4443.23,36.36,14.51,241.1,11069.9,21793.39,21.19,1986.99,109.77,19.67,58.26,58.66,68.84,17.49,14.97,15.64,12.42,7.51,9.57,50.25,53.54,25.21,32.87,18.86,19.46,52.45,4489.6,69.88,21.76,34.44,34.96,21.2,44.32,34.68,52.65,65.65,39.85,38.67,20-07-2024,scanId-cd2376dc-eb67-4f22-80e7-f2fe37340e28_2024_07_19_00_00_00.json-app-measures-version-5.0.0,20:21.7,5.0.0,2024,7
1760,a53fa769-212a-4cee-ab6a-fbc2129cc883,4296.3,39.72,11.2,219.17,14019.95,32305.46,23.96,1898.39,129.27,21.98,62.9,53.37,67.68,17.65,18.87,15.26,14.57,9.45,9.93,45.61,68.92,26.7,35.03,18.9,16.39,46.6,4285.63,61.99,21.38,36.28,36.08,22.35,36.32,28.15,51.21,58.51,36.6,38.66,27-03-2024,scanId-a53fa769-212a-4cee-ab6a-fbc2129cc883_2024_03_26_00_00_00.json-app-measures-version-5.0.0,36:42.5,5.0.0,2024,3
1761,03bd2998-0119-4216-9c16-904858bd919c,4895.22,51.66,14.19,205.72,14784.47,25120.44,20.69,1526.74,98.43,21.46,56.65,54.22,68.45,20.8,14.79,12.09,14.55,8.7,7.14,53.62,56.8,26.82,34.27,16.77,20.72,66.0,4272.45,67.77,20.48,34.23,34.99,23.09,34.18,34.22,51.95,53.78,38.75,36.01,02-07-2024,scanId-03bd2998-0119-4216-9c16-904858bd919c_2024_07_01_00_00_00.json-app-measures-version-5.0.0,17:13.2,5.0.0,2024,7
1762,56f05e9d-6243-4d73-9ed7-f57d3b57c44c,4281.18,25.9,11.17,248.38,13009.45,22218.8,23.63,1676.42,154.67,22.31,48.35,60.08,53.08,20.55,14.21,15.8,14.31,8.93,8.5,64.36,62.99,29.91,34.55,17.5,18.12,56.97,3621.45,53.37,21.22,34.59,33.54,22.46,39.28,28.09,49.54,64.04,41.06,38.2,30-08-2025,scanId-56f05e9d-6243-4d73-9ed7-f57d3b57c44c_2025_08_29_00_00_00.json-app-measures-version-5.0.0,31:37.4,5.0.0,2025,8
1763,722d26ef-c8fd-4fc1-b8d1-67d1c973dd02,3643.68,41.21,10.84,200.54,8824.79,30700.11,23.58,1562.07,115.67,18.38,55.84,61.95,61.79,20.61,17.53,14.77,14.45,9.25,9.62,51.11,58.44,27.96,28.44,18.6,21.92,58.65,3964.51,53.43,18.05,35.13,33.08,22.42,36.06,30.11,51.04,66.61,40.47,37.43,04-07-2024,scanId-722d26ef-c8fd-4fc1-b8d1-67d1c973dd02_2024_07_03_00_00_00.json-app-measures-version-5.0.0,29:41.8,5.0.0,2024,7
1764,65de2aa3-9ae6-4381-aa6b-6a952b322370,3874.44,57.77,6.9,207.12,11500.0,24643.43,21.87,3555.67,155.58,20.01,60.01,62.72,53.98,17.81,19.79,14.98,15.42,8.57,7.75,50.24,47.93,32.85,35.79,21.31,20.57,43.28,3697.48,52.47,19.64,35.19,35.73,21.84,39.37,35.24,54.19,59.56,40.12,41.9,05-10-2025,scanId-65de2aa3-9ae6-4381-aa6b-6a952b322370_2025_10_04_00_00_00.json-app-measures-version-5.0.0,42:21.5,5.0.0,2025,10
1765,37ad6bac-4bc8-4c1c-a37f-cf50ea8bdc08,4225.18,36.01,7.63,199.49,9109.27,31367.99,21.03,3680.59,170.55,20.71,68.62,50.67,68.67,17.88,18.32,13.29,13.92,8.14,9.15,55.3,61.01,31.82,34.88,20.16,17.2,55.8,3754.89,67.18,20.54,35.82,35.22,20.44,39.17,33.07,55.85,55.87,41.69,41.16,30-06-2025,scanId-37ad6bac-4bc8-4c1c-a37f-cf50ea8bdc08_2025_06_29_00_00_00.json-app-measures-version-5.0.0,15:47.8,5.0.0,2025,6
1766,57a9b430-3e17-4fd2-ae29-5ce7a7f93f7d,4812.75,53.72,6.68,221.57,8402.78,32240.01,21.39,2625.56,175.54,17.3,54.22,57.45,59.21,17.84,18.87,14.29,14.31,7.17,9.22,48.5,46.26,33.35,33.89,21.92,20.8,63.11,3539.04,51.15,18.52,33.84,36.72,22.13,42.66,35.94,54.98,51.94,36.48,36.42,02-04-2024,scanId-57a9b430-3e17-4fd2-ae29-5ce7a7f93f7d_2024_04_01_00_00_00.json-app-measures-version-5.0.0,34:54.2,5.0.0,2024,4
1767,2844b466-9e44-4b29-a6de-1eb466b52a8b,4336.85,46.07,10.58,236.1,9520.44,21455.41,21.65,1591.31,117.03,21.24,48.19,65.11,63.5,14.75,18.14,14.12,13.39,7.06,9.37,54.84,50.68,28.06,33.75,20.22,17.57,54.42,3865.1,62.93,18.41,34.11,34.67,22.18,35.09,35.82,59.07,48.83,36.54,38.99,16-05-2025,scanId-2844b466-9e44-4b29-a6de-1eb466b52a8b_2025_05_15_00_00_00.json-app-measures-version-5.0.0,59:27.5,5.0.0,2025,5
1768,9076cccf-009d-4bad-80fd-77c7dd78a20c,4231.91,52.82,11.12,170.44,8362.12,23836.7,19.86,3618.21,114.31,21.49,54.45,65.17,64.34,17.47,16.15,13.76,14.89,9.64,9.06,56.16,46.84,28.84,31.64,20.96,20.08,57.49,3622.14,64.24,21.12,33.48,34.36,23.9,36.36,29.91,64.07,51.91,37.77,37.68,26-03-2024,scanId-9076cccf-009d-4bad-80fd-77c7dd78a20c_2024_03_25_00_00_00.json-app-measures-version-5.0.0,47:53.5,5.0.0,2024,3
1769,ab6b73ce-fc02-4ea5-ad9d-a25bdbb9e97e,4385.68,30.74,10.38,177.11,8593.13,34188.21,24.9,3906.1,94.35,18.5,49.03,56.34,67.97,16.47,19.85,14.17,14.3,9.2,8.5,49.18,48.23,31.39,26.33,21.77,19.66,44.41,4209.69,52.51,19.2,36.05,35.75,21.62,41.74,34.91,52.85,64.51,40.1,41.86,04-02-2025,scanId-ab6b73ce-fc02-4ea5-ad9d-a25bdbb9e97e_2025_02_03_00_00_00.json-app-measures-version-5.0.0,32:42.5,5.0.0,2025,2
1770,5689765d-9874-443a-8918-df19658fe60d,4777.35,48.74,13.61,196.78,9354.23,25199.77,22.48,3694.58,154.22,22.66,64.53,63.82,60.38,14.67,15.39,12.32,13.25,7.77,9.54,49.14,66.52,30.59,35.27,19.12,20.17,67.17,4075.19,58.67,18.85,33.78,35.6,23.35,38.25,34.75,68.81,52.37,38.67,39.89,12-06-2024,scanId-5689765d-9874-443a-8918-df19658fe60d_2024_06_11_00_00_00.json-app-measures-version-5.0.0,34:36.8,5.0.0,2024,6
1771,6d6300b8-459d-42c0-841b-387e663d8d90,3594.63,36.16,8.1,216.78,10963.04,20965.16,24.95,3853.59,118.39,17.43,69.64,59.98,68.55,15.82,14.5,13.22,13.31,7.7,9.51,59.39,57.56,34.14,25.53,20.52,21.83,44.96,4237.41,51.53,18.25,35.5,34.26,21.26,32.91,35.86,56.34,50.17,37.25,40.86,18-04-2024,scanId-6d6300b8-459d-42c0-841b-387e663d8d90_2024_04_17_00_00_00.json-app-measures-version-5.0.0,21:33.6,5.0.0,2024,4
1772,f1c46eeb-f6fb-4884-aff4-6836fefbbe21,3971.23,58.6,11.65,229.24,10151.93,22546.45,24.29,1664.75,174.63,21.82,62.78,66.28,60.3,14.36,19.01,15.27,12.03,9.26,8.61,63.36,47.5,29.59,31.16,21.29,19.18,64.28,3574.7,61.62,19.16,36.89,34.91,20.93,41.88,30.77,62.22,49.77,39.65,37.98,14-09-2025,scanId-f1c46eeb-f6fb-4884-aff4-6836fefbbe21_2025_09_13_00_00_00.json-app-measures-version-5.0.0,58:10.5,5.0.0,2025,9
1773,0a509c99-4d18-4978-90a4-1f7842f6b482,4579.96,40.77,6.78,238.78,9294.61,24047.37,19.62,1833.49,171.0,20.46,67.86,53.55,62.54,15.35,20.7,13.32,15.91,7.21,7.65,58.83,45.75,33.88,28.59,19.37,17.94,57.78,3646.52,62.06,21.5,36.8,36.68,23.31,42.41,31.51,66.39,50.94,39.3,36.53,07-05-2024,scanId-0a509c99-4d18-4978-90a4-1f7842f6b482_2024_05_06_00_00_00.json-app-measures-version-5.0.0,27:10.1,5.0.0,2024,5
1774,bb453919-864d-4ec2-aca7-f986bfabd498,4194.57,58.97,7.63,186.44,8456.48,22720.51,19.25,1803.99,142.43,22.54,56.16,55.02,53.97,20.37,16.03,13.52,15.04,8.57,9.7,62.84,61.64,31.23,33.86,21.85,18.39,58.49,4006.76,67.6,20.69,36.49,36.8,22.9,40.3,32.36,65.95,49.08,41.29,40.36,14-12-2024,scanId-bb453919-864d-4ec2-aca7-f986bfabd498_2024_12_13_00_00_00.json-app-measures-version-5.0.0,12:49.6,5.0.0,2024,12
1775,dce5ec4e-da37-41e7-a14f-6a72895b7979,4247.23,53.74,13.44,167.81,8093.56,27744.76,20.74,1509.4,163.29,17.27,63.45,56.09,58.63,15.58,16.34,15.8,12.37,7.53,8.97,69.77,59.84,31.27,35.35,17.64,20.51,50.56,3957.92,58.42,18.28,36.34,36.08,23.86,32.44,31.06,65.75,58.0,39.05,38.33,12-09-2025,scanId-dce5ec4e-da37-41e7-a14f-6a72895b7979_2025_09_11_00_00_00.json-app-measures-version-5.0.0,47:36.2,5.0.0,2025,9
1776,f3ee7051-ee8d-463f-9f78-14863cf005b9,4887.71,38.92,9.45,157.86,9415.26,24670.01,20.47,3960.69,176.9,18.03,51.61,47.95,55.67,15.73,18.96,14.88,14.98,8.95,8.02,63.8,66.2,35.61,29.64,21.56,20.58,53.62,3593.53,51.69,19.04,36.99,35.38,20.69,36.82,35.25,54.27,50.6,38.66,36.94,22-11-2024,scanId-f3ee7051-ee8d-463f-9f78-14863cf005b9_2024_11_21_00_00_00.json-app-measures-version-5.0.0,50:49.8,5.0.0,2024,11
1777,ef93e675-6397-466d-b704-a497822d56a9,4398.74,57.15,7.24,151.98,12556.44,28636.2,21.41,2433.1,92.99,17.66,49.17,49.28,69.62,18.84,17.56,15.38,14.44,9.27,8.98,58.83,60.37,35.43,32.15,20.12,19.12,52.71,3734.42,59.76,20.0,33.49,34.89,21.94,39.09,35.67,54.43,63.33,41.85,38.29,01-04-2025,scanId-ef93e675-6397-466d-b704-a497822d56a9_2025_03_31_00_00_00.json-app-measures-version-5.0.0,20:26.5,5.0.0,2025,3
1778,38fb0ce8-1e4c-4d83-9474-6e5ed7a52f04,4703.97,39.63,13.21,191.09,11787.72,25282.39,23.03,3371.18,98.43,20.51,54.46,51.36,66.74,20.94,18.58,15.11,14.59,7.19,7.58,63.51,50.5,26.07,25.18,18.91,20.99,67.1,4326.09,51.11,20.5,35.4,35.04,22.88,43.2,32.34,56.05,48.97,38.93,36.1,11-08-2025,scanId-38fb0ce8-1e4c-4d83-9474-6e5ed7a52f04_2025_08_10_00_00_00.json-app-measures-version-5.0.0,25:27.9,5.0.0,2025,8
1779,1a18046e-7361-45a0-8e22-0f89697b9b2a,4680.92,53.79,10.69,244.24,10823.58,28428.33,19.32,3849.98,111.13,21.72,56.29,48.22,64.74,18.12,15.25,14.07,14.49,9.28,7.35,51.37,62.67,34.21,29.93,19.78,21.82,54.63,3886.23,52.63,20.15,36.67,36.57,20.63,33.73,34.09,63.9,66.02,39.09,40.09,01-07-2024,scanId-1a18046e-7361-45a0-8e22-0f89697b9b2a_2024_06_30_00_00_00.json-app-measures-version-5.0.0,40:24.4,5.0.0,2024,6
1780,326d0a56-ba2f-451a-b154-94fda2df41d9,4451.86,53.05,11.25,247.0,14087.95,33026.7,19.99,3609.76,175.09,17.44,57.27,61.91,68.85,19.22,18.72,14.08,12.39,9.51,8.92,61.35,61.61,28.91,35.64,17.43,18.43,65.38,4455.22,58.48,21.44,33.08,35.09,22.45,43.19,31.31,50.07,64.71,39.11,41.27,18-10-2024,scanId-326d0a56-ba2f-451a-b154-94fda2df41d9_2024_10_17_00_00_00.json-app-measures-version-5.0.0,16:41.8,5.0.0,2024,10
1781,50ae93bf-bdb1-4439-b287-e40bf62d41ec,4018.52,32.06,13.79,215.82,12223.97,28523.63,21.6,2043.87,119.75,21.75,67.02,47.34,57.42,14.53,20.4,13.59,14.52,7.67,8.29,64.83,61.95,25.18,28.54,19.28,17.95,46.16,4181.12,63.01,18.68,34.66,33.74,22.76,39.6,35.83,60.83,58.18,39.3,36.33,11-10-2025,scanId-50ae93bf-bdb1-4439-b287-e40bf62d41ec_2025_10_10_00_00_00.json-app-measures-version-5.0.0,17:15.1,5.0.0,2025,10
1782,13888162-5505-4a73-8c27-bba62da74ae4,4456.12,33.64,10.49,234.58,10937.79,29483.21,21.49,3907.39,108.86,22.22,63.03,47.88,59.63,20.46,20.14,13.68,15.3,8.74,9.63,67.37,49.86,32.74,32.66,21.53,19.16,65.57,4325.01,44.65,21.6,33.55,33.89,22.65,41.24,32.3,66.09,64.33,41.39,38.53,03-10-2025,scanId-13888162-5505-4a73-8c27-bba62da74ae4_2025_10_02_00_00_00.json-app-measures-version-5.0.0,11:13.5,5.0.0,2025,10
1783,1e401b16-ba04-4815-8786-92da2a8c56f2,4782.8,45.83,11.88,159.51,14156.21,24134.28,20.83,3599.01,95.25,19.21,55.8,51.25,56.84,16.44,18.93,15.51,14.47,7.72,8.62,66.44,63.46,25.05,25.51,17.16,20.57,66.14,4356.91,65.41,19.05,33.88,34.72,22.68,36.16,31.43,53.99,65.35,38.26,37.08,19-01-2025,scanId-1e401b16-ba04-4815-8786-92da2a8c56f2_2025_01_18_00_00_00.json-app-measures-version-5.0.0,30:44.3,5.0.0,2025,1
1784,f1e03ee4-8399-46bb-964b-6b43112ea3ea,3898.0,47.21,9.04,177.23,12466.95,31431.32,22.46,1999.1,118.84,22.55,65.49,52.28,58.23,15.67,15.89,13.97,14.23,9.72,9.64,56.08,64.43,35.99,33.8,20.33,20.68,53.18,3739.19,53.55,20.56,36.41,34.29,20.05,38.33,33.9,67.19,67.81,37.41,41.29,06-02-2025,scanId-f1e03ee4-8399-46bb-964b-6b43112ea3ea_2025_02_05_00_00_00.json-app-measures-version-5.0.0,22:59.3,5.0.0,2025,2
1785,7facf61a-f439-43b6-926f-855d19853bba,4800.19,59.43,13.54,180.7,13679.04,25383.26,20.2,2583.38,126.1,19.78,53.0,63.9,66.78,20.01,16.01,14.64,13.07,7.58,7.52,48.86,68.12,26.36,34.74,20.45,16.35,49.0,3639.86,65.97,20.94,34.69,35.52,21.38,33.06,32.82,65.4,59.98,38.64,37.31,29-11-2024,scanId-7facf61a-f439-43b6-926f-855d19853bba_2024_11_28_00_00_00.json-app-measures-version-5.0.0,48:42.9,5.0.0,2024,11
1786,d9542505-c043-429c-a6f9-404135ba93e5,3895.6,51.73,13.42,213.1,12944.08,30733.34,19.73,2419.01,135.17,20.2,59.82,63.79,65.94,17.79,14.67,14.7,15.51,8.79,7.73,57.45,54.9,31.46,27.03,16.62,20.54,57.16,4089.69,68.58,18.16,34.5,36.5,21.87,34.8,33.3,57.25,58.83,41.53,41.43,13-12-2024,scanId-d9542505-c043-429c-a6f9-404135ba93e5_2024_12_12_00_00_00.json-app-measures-version-5.0.0,46:25.5,5.0.0,2024,12
1787,3ed8abb0-369d-46b6-901d-ea6f88592d7f,3778.73,37.62,10.13,246.31,10888.01,24979.53,22.21,2488.23,92.53,17.31,69.25,58.91,65.28,18.92,16.43,14.74,15.62,8.94,7.43,59.87,68.45,30.46,26.17,17.08,16.53,62.92,3600.72,64.77,19.95,34.43,33.68,23.36,33.55,31.56,61.25,52.38,41.59,39.81,07-07-2024,scanId-3ed8abb0-369d-46b6-901d-ea6f88592d7f_2024_07_06_00_00_00.json-app-measures-version-5.0.0,25:26.2,5.0.0,2024,7
1788,4a510694-2f25-4449-b786-117d6876eb57,4364.03,27.57,12.87,203.35,14623.31,29888.28,21.07,2322.46,136.98,17.65,67.18,48.83,67.96,19.57,17.22,12.03,14.68,9.88,7.42,60.32,66.77,27.18,33.98,18.49,18.83,63.12,3935.11,53.89,19.97,36.42,36.36,23.95,40.25,29.43,54.77,58.31,41.13,40.89,02-04-2025,scanId-4a510694-2f25-4449-b786-117d6876eb57_2025_04_01_00_00_00.json-app-measures-version-5.0.0,36:13.7,5.0.0,2025,4
1789,ef2d035f-8396-444d-b403-1ef5aea4a538,4947.34,41.34,10.47,189.59,12805.67,31748.0,19.65,2083.07,107.95,20.43,48.76,60.75,56.85,19.72,15.68,15.83,15.75,7.65,9.12,55.64,62.01,26.86,30.94,19.3,19.77,56.92,3714.65,52.27,18.93,34.19,33.89,22.16,36.9,29.02,61.08,54.26,40.88,38.37,04-12-2025,scanId-ef2d035f-8396-444d-b403-1ef5aea4a538_2025_12_03_00_00_00.json-app-measures-version-5.0.0,59:36.6,5.0.0,2025,12
1790,a662dd0f-57ec-47e9-a58f-193340fc51d5,3900.22,28.12,8.41,218.64,14374.73,34312.95,23.66,2271.49,165.11,19.92,53.86,57.43,57.18,15.81,20.7,12.13,13.6,8.4,8.46,46.95,65.82,26.95,29.86,21.77,16.71,53.69,4467.09,46.08,21.47,36.27,36.25,21.08,34.65,33.76,51.73,58.38,38.69,38.88,15-03-2024,scanId-a662dd0f-57ec-47e9-a58f-193340fc51d5_2024_03_14_00_00_00.json-app-measures-version-5.0.0,37:36.1,5.0.0,2024,3
1791,b6382667-3bbc-4421-901c-4e2696206d27,4288.21,59.79,11.89,206.77,11807.0,20226.37,22.41,2040.85,152.86,22.49,62.99,60.73,62.54,18.17,17.95,13.48,14.92,8.97,9.93,66.44,51.13,27.61,25.72,16.39,17.18,42.08,4497.84,62.81,21.95,33.3,33.08,22.34,38.85,29.56,52.31,50.05,41.99,41.37,06-12-2025,scanId-b6382667-3bbc-4421-901c-4e2696206d27_2025_12_05_00_00_00.json-app-measures-version-5.0.0,33:31.3,5.0.0,2025,12
1792,ac66f07b-cfac-4659-93f2-094a621ec9e7,4835.94,56.53,5.21,187.68,13819.37,23832.84,23.86,3235.46,118.84,18.26,55.69,67.38,64.18,14.19,19.76,15.66,13.72,8.6,9.45,54.73,52.44,35.84,34.5,20.12,16.22,43.64,4294.21,54.87,19.82,36.46,35.29,20.51,38.72,32.23,63.82,52.26,40.72,40.71,02-09-2024,scanId-ac66f07b-cfac-4659-93f2-094a621ec9e7_2024_09_01_00_00_00.json-app-measures-version-5.0.0,13:19.2,5.0.0,2024,9
1793,4ad8ed42-68f3-444e-ae72-94b3fc0096a1,3834.67,33.92,10.36,153.05,14518.82,30653.08,24.19,2530.84,136.53,21.03,57.17,56.8,54.44,14.3,16.52,12.67,12.71,9.86,9.52,62.34,62.1,33.91,25.12,17.34,16.45,62.39,4438.21,56.18,21.65,33.71,34.01,20.68,42.28,35.47,69.71,51.32,39.4,40.07,07-12-2024,scanId-4ad8ed42-68f3-444e-ae72-94b3fc0096a1_2024_12_06_00_00_00.json-app-measures-version-5.0.0,14:22.3,5.0.0,2024,12
