orderlineid,orderid,itemid,cancelledtotaldiscounts,maxappeasementamount,orderlinesubtotal,orderlinetotal,quantity,refundprice,returnlinetotalwithoutfees,returnablelinetotal,returnablequantity,taxoverridevalue,taxableamount,totalcharges,totaldiscountonitem,totaldiscounts,totaltaxes,unitprice,messageid,maxfulfillmentstatusid,minfulfillmentstatusid,fulfillmentstatus,isonhold,isreturn,isevenexchange,iscancelled,parentorderlineid,parentorderid,createdtimestamp,orderline_pk
1,122002346,1222483,0.0,33.29,158.0,134.3,2,0.0,0.0,134.3,0,2.48,134.3,14.76,23.7,23.7,10.74,79.0,98b0f46f-505c-4afb-989a-2022565608cd,4000,4000,Processing,True,False,False,False,NONE,NONE,2024-05-02T00:00:00.000,6921902571215834683
2,122002346,775376,0.0,32.39,294.0,220.5,3,0.0,0.0,220.5,0,2.59,220.5,11.18,73.5,73.5,17.64,98.0,a1a5b3e2-e6f1-41cc-bc28-274167155390,4000,4000,Processing,False,False,False,False,697,NONE,2024-05-02T00:00:00.000,6296655726029688207
3,122002346,676596,0.0,3.29,69.5,69.5,1,0.0,0.0,69.5,0,2.46,69.5,10.3,0.0,0.0,5.56,69.5,eba12373-de46-4de4-82b6-4bf02c8027bc,4000,4000,Processing,False,False,False,False,NONE,NONE,2024-05-02T00:00:00.000,6165010019548991894
1,122002347,800123,0.0,9.48,178.0,178.0,2,0.0,0.0,178.0,0,0.67,178.0,5.82,0.0,0.0,14.24,89.0,853df89e-7c40-4562-bc80-cfbebe72d643,4000,4000,Fulfilled,False,False,False,False,NONE,NONE,2022-07-22T00:00:00.000,6096268355852841380
2,122002347,800123,0.0,4.98,89.0,75.65,1,0.0,0.0,75.65,0,0.68,75.65,5.95,13.35,13.35,6.05,89.0,3cd387fe-6c9b-4bb1-a081-e7f4b26ce8ed,4000,4000,Fulfilled,True,False,False,False,NONE,NONE,2022-07-22T00:00:00.000,6120580863245244342
1,122002348,1009608,0.0,38.02,49.5,49.5,1,0.0,0.0,49.5,0,1.49,49.5,7.26,0.0,0.0,3.96,49.5,8329d33c-f4df-41a6-aa0f-6f77e5d3b31f,3000,3000,Fulfilled,False,False,False,False,NONE,NONE,2022-11-03T00:00:00.000,6771322698586721404
2,122002348,676596,0.0,34.84,69.5,55.6,1,0.0,0.0,55.6,0,1.02,55.6,14.22,13.9,13.9,4.45,69.5,a3b67f79-949f-4281-83a6-fab7e846112d,3000,3000,Fulfilled,False,False,False,False,NONE,NONE,2022-11-03T00:00:00.000,6908599846627129946
3,122002348,1009608,0.0,29.47,148.5,148.5,3,0.0,0.0,148.5,0,4.99,148.5,5.61,0.0,0.0,11.88,49.5,cea64d2e-905d-4293-af45-360061e60558,3000,3000,Fulfilled,False,False,False,False,NONE,NONE,2022-11-03T00:00:00.000,6650504411738451453
4,122002348,900789,0.0,21.85,163.5,163.5,3,0.0,0.0,163.5,0,0.45,163.5,8.2,0.0,0.0,13.08,54.5,eb3fc735-cd93-42f5-af43-b131298bd6a8,3000,3000,Fulfilled,True,False,False,False,NONE,NONE,2022-11-03T00:00:00.000,6138773099198371722
1,122002349,1222483,0.0,29.25,158.0,126.4,2,0.0,0.0,126.4,0,3.68,126.4,6.5,31.6,31.6,10.11,79.0,6413811b-bafa-4dc0-861b-1f256ed7503a,3000,3000,Fulfilled,True,False,False,False,NONE,NONE,2021-08-10T00:00:00.000,6814346803807408852
1,122002350,902345,0.0,10.07,149.98,112.48,2,0.0,0.0,112.48,0,3.69,112.48,7.84,37.5,37.5,9.0,74.99,2d5774c7-daf8-4577-a22c-842ffa6a5e74,5000,5000,Shipped,True,False,False,False,NONE,NONE,2022-08-04T00:00:00.000,6488074219207303103
2,122002350,676596,0.0,9.36,69.5,69.5,1,0.0,0.0,69.5,0,2.29,69.5,12.78,0.0,0.0,5.56,69.5,05191836-13b0-4f9b-962e-91c87568d76e,5000,5000,Shipped,True,False,False,False,110,NONE,2022-08-04T00:00:00.000,6156221788239159357
3,122002350,676596,0.0,1.29,139.0,139.0,2,0.0,0.0,139.0,0,3.58,139.0,13.63,0.0,0.0,11.12,69.5,6787d48a-7f24-4e36-ae1f-f45bb69140b6,5000,5000,Shipped,True,False,False,False,NONE,NONE,2022-08-04T00:00:00.000,6612071027163123551
4,122002350,1222647,0.0,3.98,119.0,119.0,2,0.0,0.0,119.0,0,3.01,119.0,13.84,0.0,0.0,9.52,59.5,1d499885-f010-4847-874a-74112ffdb047,5000,5000,Shipped,True,False,False,False,NONE,111724989,2022-08-04T00:00:00.000,6831937022315557351
1,122002351,775376,0.0,31.27,294.0,220.5,3,0.0,0.0,220.5,0,1.54,220.5,7.86,73.5,73.5,17.64,98.0,65b14319-5e9d-4439-ac9a-57ba96dff98f,2000,2000,Shipped,True,False,False,False,NONE,NONE,2024-10-16T00:00:00.000,6630948882236451433
2,122002351,676596,0.0,9.23,208.5,187.65,3,0.0,0.0,187.65,0,0.37,187.65,10.46,20.85,20.85,15.01,69.5,13994f34-c10a-46f3-98a8-12d228a7b9d9,2000,2000,Shipped,True,False,False,False,NONE,NONE,2024-10-16T00:00:00.000,6940734077447014184
3,122002351,775376,0.0,1.2,294.0,294.0,3,0.0,0.0,294.0,0,0.55,294.0,13.61,0.0,0.0,23.52,98.0,9a034bec-419b-4201-abe6-642233fdeb48,2000,2000,Shipped,True,False,False,False,NONE,NONE,2024-10-16T00:00:00.000,6308139860061683002
4,122002351,1222647,0.0,28.22,119.0,95.2,2,0.0,0.0,95.2,0,0.08,95.2,7.88,23.8,23.8,7.62,59.5,057e3f1d-0303-4ef7-bd68-2455f06d08c1,2000,2000,Shipped,False,False,False,False,NONE,NONE,2024-10-16T00:00:00.000,6325373898862692489
1,122002352,1222647,0.0,2.49,59.5,59.5,1,0.0,0.0,59.5,0,1.24,59.5,13.93,0.0,0.0,4.76,59.5,e6573aff-3560-4a22-844c-9c8147b10c62,5000,5000,Pending,False,False,False,False,NONE,NONE,2025-01-11T00:00:00.000,6357191143698491651
2,122002352,902345,0.0,19.66,224.97,202.47,3,0.0,0.0,202.47,0,4.44,202.47,7.57,22.5,22.5,16.2,74.99,58e70e83-0b59-4adf-9077-5045159ecc2b,5000,5000,Pending,False,False,False,False,NONE,NONE,2025-01-11T00:00:00.000,6799423559838694400
3,122002352,775376,0.0,34.38,294.0,220.5,3,0.0,0.0,220.5,0,1.59,220.5,14.63,73.5,73.5,17.64,98.0,c3f32143-5ae6-4d93-bf9a-f6c4d74b33fb,5000,5000,Pending,False,False,False,False,NONE,NONE,2025-01-11T00:00:00.000,6207120488212939631
1,122002353,902345,0.0,16.45,74.99,63.74,1,0.0,0.0,63.74,0,4.33,63.74,14.29,11.25,11.25,5.1,74.99,b6c72eb7-c41c-4561-bb6e-eec79a225357,4000,4000,Pending,False,False,False,False,NONE,129210465,2020-04-06T00:00:00.000,6363155228061842199
2,122002353,1009608,0.0,22.66,148.5,111.36,3,0.0,0.0,111.36,0,3.21,111.36,9.89,37.14,37.14,8.91,49.5,507b2740-482c-4eb7-8b28-8086f889d0b7,4000,4000,Pending,True,False,False,False,NONE,NONE,2020-04-06T00:00:00.000,6122374534230277991
1,122002354,900789,0.0,34.29,109.0,109.0,2,0.0,0.0,109.0,0,3.21,109.0,12.22,0.0,0.0,8.72,54.5,ea22076d-8d1b-4ec0-8698-06037076a738,2000,2000,Fulfilled,True,False,False,False,NONE,NONE,2023-02-13T00:00:00.000,6696451147049517094
1,122002355,902345,0.0,29.03,149.98,149.98,2,0.0,0.0,149.98,0,0.96,149.98,13.78,0.0,0.0,12.0,74.99,5f8a32b9-f28d-4036-93b9-b53c703506c8,4000,4000,Shipped,False,False,False,False,NONE,NONE,2021-06-21T00:00:00.000,6697170203774058622
1,122002356,900789,0.0,29.71,54.5,54.5,1,0.0,0.0,54.5,0,3.15,54.5,11.76,0.0,0.0,4.36,54.5,53025869-2f25-4b42-bc93-37ad81295c5b,3000,3000,Cancelled,False,False,False,False,NONE,NONE,2025-05-26T00:00:00.000,6313897386733101181
2,122002356,1222647,0.0,35.88,178.5,142.8,3,0.0,0.0,142.8,0,4.13,142.8,9.74,35.7,35.7,11.42,59.5,b584c936-1d0a-4a4b-8cad-c0320089ce36,3000,3000,Cancelled,True,False,False,False,NONE,NONE,2025-05-26T00:00:00.000,6694398484121181685
1,122002357,800123,0.0,14.88,178.0,178.0,2,0.0,0.0,178.0,0,1.16,178.0,7.57,0.0,0.0,14.24,89.0,af499379-5517-491f-ad9c-9197c0bcffd8,4000,4000,Fulfilled,False,False,False,False,NONE,NONE,2024-09-09T00:00:00.000,6740870053258520240
1,122002358,1222483,0.0,42.52,158.0,126.4,2,0.0,0.0,126.4,0,2.43,126.4,5.5,31.6,31.6,10.11,79.0,97544e1c-9f85-44eb-87ec-5166c901a28e,5000,5000,Cancelled,False,False,False,False,NONE,NONE,2022-11-20T00:00:00.000,6588439184504009861
2,122002358,775376,0.0,11.28,294.0,294.0,3,0.0,0.0,294.0,0,3.43,294.0,11.73,0.0,0.0,23.52,98.0,f62c679b-529a-44ac-89cc-6627fb56c3f7,5000,5000,Cancelled,False,False,False,False,NONE,NONE,2022-11-20T00:00:00.000,6629985170096500834
3,122002358,900789,0.0,22.72,54.5,46.33,1,0.0,0.0,46.33,0,2.27,46.33,12.9,8.17,8.17,3.71,54.5,e2c2a832-e5c6-493c-841c-061261bcfc05,5000,5000,Cancelled,False,False,False,False,NONE,NONE,2022-11-20T00:00:00.000,6127122656223487000
1,122002359,1222483,0.0,18.76,79.0,79.0,1,0.0,0.0,79.0,0,0.34,79.0,14.91,0.0,0.0,6.32,79.0,c4145fbf-9039-44b1-b412-fd1047dd7995,3000,3000,Fulfilled,True,False,False,False,314,NONE,2025-05-05T00:00:00.000,6518008466913009870
2,122002359,1009608,0.0,13.59,148.5,148.5,3,0.0,0.0,148.5,0,1.31,148.5,9.14,0.0,0.0,11.88,49.5,6cd5969f-2bdc-4ef8-86ee-072febe98314,3000,3000,Fulfilled,True,False,False,False,NONE,NONE,2025-05-05T00:00:00.000,6803546603910152933
1,122002360,901234,0.0,47.88,39.99,39.99,1,0.0,0.0,39.99,0,1.92,39.99,8.11,0.0,0.0,3.2,39.99,75e7a0d3-28a3-4b3b-8379-f087ccacc7d1,2000,2000,Fulfilled,True,False,False,False,NONE,NONE,2022-05-08T00:00:00.000,6069540117090177544
1,122002361,902345,0.0,19.32,224.97,224.97,3,0.0,0.0,224.97,0,4.72,224.97,7.56,0.0,0.0,18.0,74.99,8d33f192-e3e7-4e53-9863-bf89216d3f65,3000,3000,Fulfilled,True,False,False,False,NONE,NONE,2025-02-02T00:00:00.000,6403619972160949470
1,122002362,775376,0.0,25.75,98.0,98.0,1,0.0,0.0,98.0,0,4.52,98.0,11.28,0.0,0.0,7.84,98.0,965be4fd-8402-4d61-8ad8-09380f0ea21d,3000,3000,Fulfilled,True,False,False,False,NONE,NONE,2025-05-10T00:00:00.000,6472387574645548121
2,122002362,676596,0.0,45.75,139.0,125.1,2,0.0,0.0,125.1,0,3.82,125.1,5.78,13.9,13.9,10.01,69.5,429f14e2-2ed0-4a7f-bf12-6a972787473f,3000,3000,Fulfilled,False,False,False,False,NONE,NONE,2025-05-10T00:00:00.000,6092221784803200501
3,122002362,800123,0.0,16.22,267.0,200.25,3,0.0,0.0,200.25,0,2.2,200.25,8.97,66.75,66.75,16.02,89.0,91dafb02-59bb-4e8a-9d5e-34c55917ff94,3000,3000,Fulfilled,False,False,False,False,NONE,NONE,2025-05-10T00:00:00.000,6484737475298184509
4,122002362,800456,0.0,1.68,249.0,199.2,1,0.0,0.0,199.2,0,3.65,199.2,9.32,49.8,49.8,15.94,249.0,b885f70f-b7eb-40a5-964b-143ad6e07c9d,3000,3000,Fulfilled,False,False,False,False,NONE,NONE,2025-05-10T00:00:00.000,6067314107234258265
1,122002363,676596,0.0,17.75,69.5,52.12,1,0.0,0.0,52.12,0,3.63,52.12,8.84,17.38,17.38,4.17,69.5,2789465a-01fa-497e-af2b-2187fd032b90,3000,3000,Cancelled,False,False,False,False,NONE,NONE,2022-05-08T00:00:00.000,6527447013880866618
2,122002363,902345,0.0,37.6,149.98,149.98,2,0.0,0.0,149.98,0,2.54,149.98,5.29,0.0,0.0,12.0,74.99,6db255f6-079b-49e8-a299-88df5d5736b4,3000,3000,Cancelled,True,False,False,False,NONE,NONE,2022-05-08T00:00:00.000,6798144091500030523
1,122002364,800456,0.0,19.33,498.0,373.5,2,0.0,0.0,373.5,0,0.42,373.5,6.64,124.5,124.5,29.88,249.0,40c2ab4a-2b53-4710-aa08-97cc26a5a7b9,2000,2000,Fulfilled,True,False,False,False,NONE,NONE,2025-11-23T00:00:00.000,6470469004439566581
2,122002364,900789,0.0,2.94,163.5,138.99,3,0.0,0.0,138.99,0,4.4,138.99,14.48,24.51,24.51,11.12,54.5,96a119d2-5cf7-4543-825b-c729e469c8a4,2000,2000,Fulfilled,True,False,False,False,NONE,NONE,2025-11-23T00:00:00.000,6030668697203304989
3,122002364,676596,0.0,26.77,208.5,208.5,3,0.0,0.0,208.5,0,2.63,208.5,7.01,0.0,0.0,16.68,69.5,d154347b-a452-4090-955a-abe5cdc0f7b0,2000,2000,Fulfilled,True,False,False,False,NONE,NONE,2025-11-23T00:00:00.000,6013569388817170942
4,122002364,800456,0.0,41.94,747.0,560.25,3,0.0,0.0,560.25,0,3.98,560.25,7.01,186.75,186.75,44.82,249.0,5dc552da-58e8-428e-9759-27938cce0f84,2000,2000,Fulfilled,True,False,False,False,NONE,NONE,2025-11-23T00:00:00.000,6123126332398115539
1,122002365,1009608,0.0,44.49,49.5,49.5,1,0.0,0.0,49.5,0,0.07,49.5,6.69,0.0,0.0,3.96,49.5,da2f5ccb-f472-49d1-9d37-ffd384a67814,2000,2000,Fulfilled,False,False,False,False,NONE,NONE,2025-10-03T00:00:00.000,6036105129166535236
1,122002366,900789,0.0,10.43,109.0,87.2,2,0.0,0.0,87.2,0,4.61,87.2,10.82,21.8,21.8,6.98,54.5,a3df6ae9-c469-4c44-966d-4e5d708b6948,4000,4000,Processing,False,False,False,False,NONE,NONE,2023-10-05T00:00:00.000,6851304569279832849
1,122002367,1009608,0.0,40.25,49.5,44.55,1,0.0,0.0,44.55,0,3.87,44.55,6.63,4.95,4.95,3.56,49.5,1d20f220-d5b6-4c89-ae9c-f82d47f1195a,5000,5000,Cancelled,True,False,False,False,NONE,NONE,2021-05-26T00:00:00.000,6106978174915631495
2,122002367,1009608,0.0,18.92,99.0,84.16,2,0.0,0.0,84.16,0,0.64,84.16,7.66,14.84,14.84,6.73,49.5,4fc22949-58f0-4036-98ca-665c79afd29b,5000,5000,Cancelled,False,False,True,False,NONE,NONE,2021-05-26T00:00:00.000,6082100378818549818
3,122002367,800123,0.0,13.12,267.0,226.95,3,0.0,0.0,226.95,0,2.73,226.95,13.74,40.05,40.05,18.16,89.0,bf8df35e-5fff-4817-a64f-44c794646a0c,5000,5000,Cancelled,False,False,False,False,NONE,NONE,2021-05-26T00:00:00.000,6078670232636834402
4,122002367,676596,0.0,0.62,208.5,208.5,3,0.0,0.0,208.5,0,2.33,208.5,7.97,0.0,0.0,16.68,69.5,878abe0f-ce73-410c-90ff-7ba134b734b6,5000,5000,Cancelled,True,False,False,False,NONE,NONE,2021-05-26T00:00:00.000,6383278642821611375
1,122002368,800123,0.0,4.32,178.0,142.4,2,0.0,0.0,142.4,0,3.09,142.4,11.36,35.6,35.6,11.39,89.0,576273fa-5e92-4bc0-bf10-f1b0cf7f5e1b,3000,3000,Fulfilled,False,False,False,False,NONE,NONE,2025-06-17T00:00:00.000,6547931794062343408
2,122002368,900789,0.0,48.96,109.0,109.0,2,0.0,0.0,109.0,0,1.11,109.0,9.79,0.0,0.0,8.72,54.5,125f0078-1538-4cfa-9b85-020866ebc6f2,3000,3000,Fulfilled,True,False,False,False,NONE,NONE,2025-06-17T00:00:00.000,6910149237438829513
3,122002368,775376,0.0,23.39,294.0,220.5,3,0.0,0.0,220.5,0,1.96,220.5,14.66,73.5,73.5,17.64,98.0,7ab2ad37-5016-4992-8d2e-1730b891c72e,3000,3000,Fulfilled,False,False,False,False,NONE,NONE,2025-06-17T00:00:00.000,6131752503506325582
1,122002369,1222647,0.0,32.37,59.5,59.5,1,0.0,0.0,59.5,0,4.5,59.5,6.1,0.0,0.0,4.76,59.5,a2b60ef7-7cd4-4628-9c94-f9158bf38a10,5000,5000,Cancelled,True,False,False,False,NONE,NONE,2024-09-14T00:00:00.000,6145674453782454218
1,122002370,800123,0.0,11.2,89.0,89.0,1,0.0,0.0,89.0,0,3.6,89.0,12.56,0.0,0.0,7.12,89.0,2aea1c46-6d0d-4f1a-8e81-03a547b85417,4000,4000,Shipped,True,False,False,False,NONE,NONE,2023-04-01T00:00:00.000,6118102219834049655
2,122002370,901234,0.0,9.86,39.99,33.99,1,0.0,0.0,33.99,0,1.01,33.99,12.29,6.0,6.0,2.72,39.99,2e0e45cb-8c3e-49fd-aa2a-69c16a81935a,4000,4000,Shipped,True,False,False,False,NONE,NONE,2023-04-01T00:00:00.000,6349725094373557736
3,122002370,1009608,0.0,10.62,49.5,42.08,1,0.0,0.0,42.08,0,3.82,42.08,8.06,7.42,7.42,3.37,49.5,20ffed89-3547-41f5-bd2d-4917d48240d5,4000,4000,Shipped,False,False,False,False,NONE,NONE,2023-04-01T00:00:00.000,6693896634280560339
1,122002371,901234,0.0,22.97,119.97,89.97,3,0.0,0.0,89.97,0,1.64,89.97,14.72,30.0,30.0,7.2,39.99,78f13add-040c-46c7-a75e-0371b8c35683,3000,3000,Fulfilled,False,False,False,False,NONE,NONE,2023-02-15T00:00:00.000,6345002475635695238
1,122002372,800456,0.0,0.34,249.0,199.2,1,0.0,0.0,199.2,0,0.02,199.2,10.88,49.8,49.8,15.94,249.0,d9fa9fa8-d2fb-48fb-8030-2e8d3b840987,2000,2000,Cancelled,True,False,False,False,NONE,NONE,2020-01-12T00:00:00.000,6626178539329748859
2,122002372,800123,0.0,4.37,89.0,75.65,1,0.0,0.0,75.65,0,0.54,75.65,13.68,13.35,13.35,6.05,89.0,b11bafd7-92be-40e1-9d55-59dbc271503a,2000,2000,Cancelled,True,False,False,False,NONE,NONE,2020-01-12T00:00:00.000,6752587412523280805
3,122002372,1009608,0.0,27.41,49.5,49.5,1,0.0,0.0,49.5,0,2.26,49.5,12.47,0.0,0.0,3.96,49.5,468632c8-3dc4-489b-a379-a49a2c17c0d4,2000,2000,Cancelled,True,False,False,False,NONE,NONE,2020-01-12T00:00:00.000,6823721000212295785
1,122002373,800123,0.0,8.76,178.0,178.0,2,0.0,0.0,178.0,0,1.99,178.0,9.67,0.0,0.0,14.24,89.0,21290819-cce7-4573-8006-286d4e71b158,3000,3000,Fulfilled,True,False,False,False,NONE,NONE,2021-07-25T00:00:00.000,6952172027576141794
2,122002373,902345,0.0,17.37,74.99,74.99,1,0.0,0.0,74.99,0,1.4,74.99,8.78,0.0,0.0,6.0,74.99,cdeeaa91-1984-4c57-8b82-34d438db0b72,3000,3000,Fulfilled,True,False,False,False,NONE,NONE,2021-07-25T00:00:00.000,6203786793341819098
3,122002373,800123,0.0,40.7,178.0,178.0,2,0.0,0.0,178.0,0,3.45,178.0,5.88,0.0,0.0,14.24,89.0,c47de6e7-cd58-4beb-a7a3-386e89866a5b,3000,3000,Fulfilled,False,False,False,False,NONE,159145384,2021-07-25T00:00:00.000,6811232799757448044
1,122002374,1222647,0.0,23.77,59.5,59.5,1,0.0,0.0,59.5,0,4.4,59.5,12.81,0.0,0.0,4.76,59.5,4571b3e5-b015-47ee-931f-ca2a16409756,4000,4000,Cancelled,False,False,False,False,NONE,NONE,2022-10-17T00:00:00.000,6110242124862739210
1,122002375,1222647,0.0,23.58,119.0,119.0,2,0.0,0.0,119.0,0,2.44,119.0,11.03,0.0,0.0,9.52,59.5,e233cb05-2634-4331-850e-75ed3b782508,2000,2000,Cancelled,False,False,False,False,NONE,NONE,2023-10-26T00:00:00.000,6690856639154045798
2,122002375,902345,0.0,39.53,149.98,127.48,2,0.0,0.0,127.48,0,3.41,127.48,5.05,22.5,22.5,10.2,74.99,00e7acd5-6a04-44f0-9465-4dfa05226a65,2000,2000,Cancelled,True,False,False,False,NONE,NONE,2023-10-26T00:00:00.000,6229659820906566152
3,122002375,900789,0.0,17.61,54.5,49.05,1,0.0,0.0,49.05,0,3.58,49.05,12.36,5.45,5.45,3.92,54.5,bbee05c3-a8d3-42b2-8d60-6c7339784bd2,2000,2000,Cancelled,True,False,False,False,NONE,NONE,2023-10-26T00:00:00.000,6518763597463391048
4,122002375,902345,0.0,15.24,74.99,74.99,1,0.0,0.0,74.99,0,3.5,74.99,7.11,0.0,0.0,6.0,74.99,aee39994-7d95-4806-9ee6-5fc71f071e68,2000,2000,Cancelled,False,False,False,False,NONE,NONE,2023-10-26T00:00:00.000,6761769817684402461
1,122002376,676596,0.0,6.83,69.5,52.12,1,0.0,0.0,52.12,0,1.92,52.12,11.51,17.38,17.38,4.17,69.5,6a7d7d10-7eb4-49f6-9894-84de3db18ded,3000,3000,Processing,False,False,False,False,NONE,NONE,2020-05-06T00:00:00.000,6868195176878510203
2,122002376,775376,0.0,29.65,196.0,196.0,2,0.0,0.0,196.0,0,1.37,196.0,9.34,0.0,0.0,15.68,98.0,4ffaa27e-261b-4f1e-b8aa-c46b81bca874,3000,3000,Processing,False,False,False,False,NONE,NONE,2020-05-06T00:00:00.000,6526658710880421935
3,122002376,1009608,0.0,18.45,148.5,133.65,3,0.0,0.0,133.65,0,0.68,133.65,10.35,14.85,14.85,10.69,49.5,a8926d2e-cb72-4096-9897-957236c7e420,3000,3000,Processing,True,False,False,False,NONE,NONE,2020-05-06T00:00:00.000,6384020921716558309
1,122002377,900789,0.0,8.12,54.5,43.6,1,0.0,0.0,43.6,0,1.21,43.6,14.48,10.9,10.9,3.49,54.5,e91bf8ba-2510-4b6a-b6ee-208bf9521119,5000,5000,Cancelled,False,False,False,False,NONE,NONE,2022-12-29T00:00:00.000,6746697147737190243
2,122002377,775376,0.0,4.45,98.0,83.3,1,0.0,0.0,83.3,0,3.03,83.3,12.73,14.7,14.7,6.66,98.0,2976e105-f8f8-4356-99cb-1d45259647c5,5000,5000,Cancelled,True,False,False,False,NONE,NONE,2022-12-29T00:00:00.000,6703633259198890973
3,122002377,1009608,0.0,24.31,99.0,79.2,2,0.0,0.0,79.2,0,4.34,79.2,9.35,19.8,19.8,6.34,49.5,b24db6f9-935c-424f-9827-0b4934a6eaad,5000,5000,Cancelled,False,False,False,False,NONE,NONE,2022-12-29T00:00:00.000,6674188236628258708
4,122002377,901234,0.0,32.8,79.98,63.98,2,0.0,0.0,63.98,0,1.95,63.98,13.15,16.0,16.0,5.12,39.99,0be605a6-26de-42df-8f69-e5751504ea67,5000,5000,Cancelled,True,False,False,False,NONE,NONE,2022-12-29T00:00:00.000,6014502952116723739
1,122002378,775376,0.0,42.32,294.0,294.0,3,0.0,0.0,294.0,0,3.02,294.0,6.71,0.0,0.0,23.52,98.0,60751ce1-68a6-40f9-85e9-a19fc5c8df5b,3000,3000,Processing,True,False,False,False,NONE,NONE,2021-02-10T00:00:00.000,6132888726223741143
2,122002378,800123,0.0,33.78,89.0,89.0,1,0.0,0.0,89.0,0,1.37,89.0,9.83,0.0,0.0,7.12,89.0,7dc13ebc-40d2-462f-9870-ca99aa163d5d,3000,3000,Processing,True,False,False,False,NONE,NONE,2021-02-10T00:00:00.000,6592157934452455892
3,122002378,800123,0.0,3.78,178.0,178.0,2,0.0,0.0,178.0,0,1.72,178.0,5.23,0.0,0.0,14.24,89.0,47477992-8176-4e9c-b8c8-ce91deaaaa22,3000,3000,Processing,False,False,False,False,NONE,NONE,2021-02-10T00:00:00.000,6352144712588791733
1,122002379,676596,0.0,5.02,69.5,69.5,1,0.0,0.0,69.5,0,3.99,69.5,6.76,0.0,0.0,5.56,69.5,fa828eca-b22d-45ac-b7e4-fb7ddc54a000,5000,5000,Fulfilled,True,False,False,False,NONE,NONE,2024-11-27T00:00:00.000,6469066787715835774
2,122002379,676596,0.0,35.03,139.0,139.0,2,0.0,0.0,139.0,0,2.41,139.0,6.55,0.0,0.0,11.12,69.5,1c788666-6543-4901-81fd-677e698ef74f,5000,5000,Fulfilled,True,False,False,False,NONE,NONE,2024-11-27T00:00:00.000,6032985806886229652
1,122002380,676596,0.0,39.49,208.5,208.5,3,0.0,0.0,208.5,0,3.19,208.5,6.34,0.0,0.0,16.68,69.5,68e39fb4-004e-4836-9caa-f6b4e180d652,2000,2000,Processing,True,False,False,False,NONE,NONE,2022-11-10T00:00:00.000,6461420070126951185
1,122002381,775376,0.0,12.32,294.0,294.0,3,0.0,0.0,294.0,0,1.19,294.0,12.03,0.0,0.0,23.52,98.0,ac62236d-7145-43a3-92a2-3625e744bd22,5000,5000,Shipped,True,False,False,False,NONE,NONE,2024-01-20T00:00:00.000,6438919808087450735
1,122002382,775376,0.0,15.02,196.0,196.0,2,0.0,0.0,196.0,0,4.36,196.0,5.32,0.0,0.0,15.68,98.0,3aaeaeaf-f608-4115-a62c-35f62bee5606,5000,5000,Shipped,False,False,False,False,960,NONE,2021-10-21T00:00:00.000,6947579641119873602
2,122002382,1222647,0.0,35.54,119.0,119.0,2,0.0,0.0,119.0,0,2.56,119.0,5.41,0.0,0.0,9.52,59.5,be8847aa-8997-41c0-ba47-8a89a1f9f8e9,5000,5000,Shipped,False,False,False,False,NONE,NONE,2021-10-21T00:00:00.000,6484705723696387165
3,122002382,775376,0.0,20.21,98.0,78.4,1,0.0,0.0,78.4,0,0.96,78.4,10.29,19.6,19.6,6.27,98.0,51f401d5-fafb-483d-b4e2-8dfd67b02f80,5000,5000,Shipped,True,False,False,False,NONE,NONE,2021-10-21T00:00:00.000,6446069755213215820
1,122002383,900789,0.0,10.57,109.0,98.1,2,0.0,0.0,98.1,0,3.74,98.1,11.08,10.9,10.9,7.85,54.5,e61f10d8-e1e7-40d7-8a04-28b33d46f653,3000,3000,Fulfilled,False,False,False,False,448,NONE,2020-01-28T00:00:00.000,6431844212898196446
2,122002383,800456,0.0,5.88,249.0,249.0,1,0.0,0.0,249.0,0,3.08,249.0,7.21,0.0,0.0,19.92,249.0,add2e1a5-0577-4c1e-9532-a6b9a9b089f1,3000,3000,Fulfilled,True,False,False,False,NONE,NONE,2020-01-28T00:00:00.000,6470856790642868534
3,122002383,676596,0.0,35.55,208.5,166.8,3,0.0,0.0,166.8,0,0.83,166.8,11.7,41.7,41.7,13.34,69.5,50bdeec1-b30b-4419-b86a-4de71f22ace9,3000,3000,Fulfilled,False,False,False,False,NONE,NONE,2020-01-28T00:00:00.000,6481892777185293453
4,122002383,1222483,0.0,40.3,237.0,213.3,3,0.0,0.0,213.3,0,3.22,213.3,11.13,23.7,23.7,17.06,79.0,5a3dcac2-04b8-460e-af68-3a0f98fa6aba,3000,3000,Fulfilled,True,False,False,False,NONE,NONE,2020-01-28T00:00:00.000,6621311996961523501
1,122002384,900789,0.0,13.93,163.5,138.99,3,0.0,0.0,138.99,0,0.62,138.99,9.67,24.51,24.51,11.12,54.5,2be0973d-c58b-4b8b-abe4-e3b24e1636b9,4000,4000,Fulfilled,True,False,False,False,NONE,NONE,2023-04-30T00:00:00.000,6989734867687377532
1,122002385,775376,0.0,5.48,294.0,249.9,3,0.0,0.0,249.9,0,1.15,249.9,10.96,44.1,44.1,19.99,98.0,8cd03350-dbfd-469d-abef-96f13ad2249e,3000,3000,Fulfilled,True,False,False,False,NONE,NONE,2024-11-08T00:00:00.000,6757146454160128009
